Arn_x,DataSetId,Name,CreatedTime,LastUpdatedTime,ImportMode,RowLevelPermissionTagConfigurationApplied,ColumnLevelPermissionRulesApplied,DataSetName,ScheduleId,Interval,DayOfWeek,DayOfMonth,Timezone,TimeOfTheDay,RefreshType,Arn_y
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/45c61e10-ecb9-41ed-8836-6545d0bad092,45c61e10-ecb9-41ed-8836-6545d0bad092,New Users LDAU (Novel) Redshift,2023-04-20 20:32:26.456000+00:00,2023-09-11 11:32:37.412000+00:00,SPICE,False,False,New Users LDAU (Novel) Redshift,3bcb6e06-5b16-49cb-9a56-752a29939f9a,DAILY,,,Asia/Calcutta,17:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/45c61e10-ecb9-41ed-8836-6545d0bad092/refresh-schedule/3bcb6e06-5b16-49cb-9a56-752a29939f9a
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/45defff8-c4b5-412e-9291-4c5984fc8869,45defff8-c4b5-412e-9291-4c5984fc8869,adset and showise playtime funnel,2022-11-10 05:36:05.617000+00:00,2023-04-10 07:35:26.893000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/45f5a8f1-addd-4f32-a4f0-0a77f3c588a4,45f5a8f1-addd-4f32-a4f0-0a77f3c588a4,resurrected_dau_ldau_raj_old,2023-07-11 07:09:33.337000+00:00,2023-08-01 07:47:02.633000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4604bedd-bca5-4fe0-bc46-ddd95dc45d0c,4604bedd-bca5-4fe0-bc46-ddd95dc45d0c,New_user_retention,2021-01-05 13:06:03.519000+00:00,2023-05-26 08:23:42.145000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4609e6b7-ec70-4b42-ade9-32a6ac86441f,4609e6b7-ec70-4b42-ade9-32a6ac86441f,Story Level User Types,2023-02-17 09:48:22.705000+00:00,2023-02-20 13:38:29.447000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/465ab663-360d-4ee7-9638-7ee73d586113,465ab663-360d-4ee7-9638-7ee73d586113,Txns and Coins Balances,2023-07-25 07:26:55.071000+00:00,2023-07-25 09:50:09.259000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/465e7a50-4085-408e-94b8-6bad1ca832d4,465e7a50-4085-408e-94b8-6bad1ca832d4,People Overview,2021-05-30 14:33:07.459000+00:00,2022-06-12 05:33:15.802000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/466ef769-fadb-4c22-a500-9a99c403a233,466ef769-fadb-4c22-a500-9a99c403a233,show benchmark last 80 -50 days,2021-04-07 06:29:17.219000+00:00,2023-05-22 06:31:21.261000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4693a988-c7e7-40f3-80b3-9c17c1fe84be,4693a988-c7e7-40f3-80b3-9c17c1fe84be,Playtime X Gender X Language Podcast,2021-10-25 02:01:00.164000+00:00,2022-01-31 08:40:37.853000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/46b64ae1-8c0b-4d61-84c7-5dd94c30e9a4,46b64ae1-8c0b-4d61-84c7-5dd94c30e9a4,Anand Task Data July 4,2023-07-04 13:42:44.247000+00:00,2023-07-05 05:05:30.750000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/46bce741-7cee-48ed-b6be-fa88dc401335,46bce741-7cee-48ed-b6be-fa88dc401335,Growth Re-engage v2,2021-02-26 11:14:03.965000+00:00,2022-01-04 07:22:10.755000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/46bf4b60-ff54-4402-b285-aec89fbc0fc6,46bf4b60-ff54-4402-b285-aec89fbc0fc6,Novel level daily retention,2022-08-17 05:41:16.102000+00:00,2022-09-06 10:51:52.447000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/46e24fe0-37f2-4e59-b4f5-1fe3fcf5ae21,46e24fe0-37f2-4e59-b4f5-1fe3fcf5ae21,website login funnel redshift,2023-05-18 22:25:25.096000+00:00,2023-09-11 10:46:17.636000+00:00,SPICE,False,False,website login funnel redshift,886ae05d-ddcc-46bc-bf31-edc8410e975a,DAILY,,,Asia/Calcutta,15:19,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/46e24fe0-37f2-4e59-b4f5-1fe3fcf5ae21/refresh-schedule/886ae05d-ddcc-46bc-bf31-edc8410e975a
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/47174e9e-b104-46ce-98e0-637f79a1871c,47174e9e-b104-46ce-98e0-637f79a1871c,90P Days to Republish(Contracted Books),2023-07-24 07:51:57.556000+00:00,2023-07-25 08:19:30.510000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/473218d8-2ff0-4450-bab5-cb4edfc39373,473218d8-2ff0-4450-bab5-cb4edfc39373,WBP Approval Analytics v2 Redshift,2023-03-27 09:19:43.856000+00:00,2023-09-11 07:33:12.861000+00:00,SPICE,False,False,WBP Approval Analytics v2 Redshift,c25505f4-b975-4efa-80f5-f6aa6a1e8abc,DAILY,,,Asia/Calcutta,12:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/473218d8-2ff0-4450-bab5-cb4edfc39373/refresh-schedule/c25505f4-b975-4efa-80f5-f6aa6a1e8abc
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/473c5a9b-7ab1-4496-9ae9-e96d0089c1c4,473c5a9b-7ab1-4496-9ae9-e96d0089c1c4,Actual Ads on platform,2022-03-29 12:33:57.393000+00:00,2022-03-30 06:34:43.518000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4747c93b-c947-4e96-91e2-753b8e991bc4,4747c93b-c947-4e96-91e2-753b8e991bc4,Novels Monthly Retention - Redshift,2023-02-10 05:22:12.963000+00:00,2023-09-11 08:38:46.077000+00:00,SPICE,False,False,Novels Monthly Retention - Redshift,14035288-8bf1-40be-8e17-832b9ae19f54,DAILY,,,Asia/Calcutta,13:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4747c93b-c947-4e96-91e2-753b8e991bc4/refresh-schedule/14035288-8bf1-40be-8e17-832b9ae19f54
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/474a5e71-54bb-40d6-8a51-909aa658dea8,474a5e71-54bb-40d6-8a51-909aa658dea8,Initial Unlock Experiment,2022-10-19 12:57:00.153000+00:00,2023-05-31 07:00:36.522000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/47541aa5-fca8-422d-adfc-486c3a4826b8,47541aa5-fca8-422d-adfc-486c3a4826b8,Retention LDAU MoM - Spenders Retention Pod - Redshift,2023-08-02 10:20:06.628000+00:00,2023-08-04 13:40:05.531000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/477d3f19-257d-4d84-a512-24d418bc1688,477d3f19-257d-4d84-a512-24d418bc1688,Book Exit- English US redshift,2023-03-28 16:13:36.190000+00:00,2023-09-11 08:30:28.659000+00:00,SPICE,False,False,Book Exit- English US redshift,406cd31d-4d86-447f-bfda-238210665fe2,DAILY,,,Asia/Calcutta,13:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/477d3f19-257d-4d84-a512-24d418bc1688/refresh-schedule/406cd31d-4d86-447f-bfda-238210665fe2
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/478eb25c-711c-4fbe-9fb5-99961a24b281,478eb25c-711c-4fbe-9fb5-99961a24b281,Business Review,2023-03-15 08:19:25.527000+00:00,2023-06-16 12:09:54.625000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4790a38b-77bc-4a3c-b5b8-5101caeaa653,4790a38b-77bc-4a3c-b5b8-5101caeaa653,Show Benchmark 3 Backup,2021-11-12 06:13:06.688000+00:00,2022-01-18 14:53:31.522000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/47ddda21-72b3-4333-9910-68a13d38eb1a,47ddda21-72b3-4333-9910-68a13d38eb1a,Hybrid vs VIP Experiment Show wise,2022-06-03 16:19:32.418000+00:00,2022-06-22 05:29:19.476000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/47fceab0-b5c6-4282-9ed2-d9b7b1882906,47fceab0-b5c6-4282-9ed2-d9b7b1882906,unlock_analysis_ist,2022-01-04 11:12:05.138000+00:00,2022-01-04 11:15:40.087000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/482adc02-ea52-4f9b-aed8-0ea3524ff653,482adc02-ea52-4f9b-aed8-0ea3524ff653,cpm_recovery_india,2023-07-12 09:26:52.715000+00:00,2023-07-27 09:17:07.831000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4852a704-ea02-4bfb-9bf7-13f073877258,4852a704-ea02-4bfb-9bf7-13f073877258,incent campaigns details info - Redshift,2023-05-08 05:36:16.445000+00:00,2023-09-11 06:56:16.107000+00:00,SPICE,False,False,incent campaigns details info - Redshift,96ef271a-d36a-456f-9465-95f0c533cff0,DAILY,,,Asia/Calcutta,12:12,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4852a704-ea02-4bfb-9bf7-13f073877258/refresh-schedule/96ef271a-d36a-456f-9465-95f0c533cff0
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4871d2c2-bb7f-45ac-a5b9-fee196537fad,4871d2c2-bb7f-45ac-a5b9-fee196537fad,Trial Pack Experiment Novels,2022-10-06 06:51:02.426000+00:00,2023-04-10 14:15:23.747000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4872635a-7516-448f-8179-f507b33d59c9,4872635a-7516-448f-8179-f507b33d59c9,Experiment unlock v1,2021-05-01 11:55:58.016000+00:00,2023-05-21 06:38:16.641000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/48a5b052-30a2-4f01-b767-321d3a31e30f,48a5b052-30a2-4f01-b767-321d3a31e30f,Novels Performance Redshift,2023-03-31 13:48:44.443000+00:00,2023-09-11 06:06:23.568000+00:00,SPICE,False,False,Novels Performance Redshift,a80e8bff-3cee-4858-b132-29abcec47831,DAILY,,,Asia/Calcutta,11:20,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/48a5b052-30a2-4f01-b767-321d3a31e30f/refresh-schedule/a80e8bff-3cee-4858-b132-29abcec47831
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/48b3498d-6478-44e4-bb40-d8622ac4de64,48b3498d-6478-44e4-bb40-d8622ac4de64,Churned_users_activity,2023-08-17 09:00:14.292000+00:00,2023-08-22 11:33:33.124000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/48c0e746-0c32-4fe0-ba5d-d06be4de4e10,48c0e746-0c32-4fe0-ba5d-d06be4de4e10,activation_login_funnel_without_login_mode,2022-11-09 11:18:47.729000+00:00,2022-11-09 11:23:36.144000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/48c477e4-01d2-4805-9b7a-d72bacb4ca07,48c477e4-01d2-4805-9b7a-d72bacb4ca07,show_ageing_dataset_telugu,2023-08-11 14:05:07.642000+00:00,2023-08-11 14:31:59.421000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/48dd5e19-a639-4fa8-93c3-5f211d67580a,48dd5e19-a639-4fa8-93c3-5f211d67580a,web_funnel_campaign,2022-11-11 06:11:11.469000+00:00,2022-11-14 07:53:39.491000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/48f12dab-f932-49e0-828f-e2ec2d40ff6f,48f12dab-f932-49e0-828f-e2ec2d40ff6f,Bonus Offer Extension Experiment - Overseas,2022-09-26 16:20:53.254000+00:00,2023-04-19 06:30:00.316000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/49046f14-795b-4d19-add4-ac670513788b,49046f14-795b-4d19-add4-ac670513788b,People Overview,2021-07-28 11:00:55.363000+00:00,2022-08-04 10:22:46.584000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/49129815-56bc-4713-8673-e64f6e20b6ee,49129815-56bc-4713-8673-e64f6e20b6ee,Book PnL Redshift,2023-04-27 12:36:58.386000+00:00,2023-09-11 11:41:22.264000+00:00,SPICE,False,False,Book PnL Redshift,ac9cb7b3-c45a-413a-9fc1-514d14c4a987,DAILY,,,Asia/Calcutta,16:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/49129815-56bc-4713-8673-e64f6e20b6ee/refresh-schedule/ac9cb7b3-c45a-413a-9fc1-514d14c4a987
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4924ab6a-23f6-4df1-8d4c-d62716dfdf28,4924ab6a-23f6-4df1-8d4c-d62716dfdf28,Benchmark shows,2021-02-25 15:55:15.744000+00:00,2022-01-04 07:22:12.948000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/49398615-64d8-4bdb-a305-99e70e6a1e1a,49398615-64d8-4bdb-a305-99e70e6a1e1a,Investor UID overall,2021-03-12 08:15:01.610000+00:00,2023-02-21 08:05:25.641000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/494db471-6d4c-4a00-bf9e-ab4a0811010e,494db471-6d4c-4a00-bf9e-ab4a0811010e,coin_spent_device_id_fixed_weeks,2022-01-21 12:22:46.023000+00:00,2023-04-25 08:33:24.731000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/495a25a3-c055-4878-8074-90c86c5f9c05,495a25a3-c055-4878-8074-90c86c5f9c05,New Hours Listened usrtg,2023-05-16 07:01:15.949000+00:00,2023-05-16 07:58:42.520000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/495a753b-e76b-4bd6-918a-6538c520519e,495a753b-e76b-4bd6-918a-6538c520519e,Web and Social Media Analytics,2021-08-25 16:54:18.877000+00:00,2022-06-12 05:33:14.191000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/498baf87-b6e0-4923-b396-f2ccf185f02c,498baf87-b6e0-4923-b396-f2ccf185f02c,ios_listening_experiment_behaviour,2023-05-30 11:29:50.507000+00:00,2023-05-30 11:34:49.122000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/49bdc0a2-b375-432a-98ea-e123623553ca,49bdc0a2-b375-432a-98ea-e123623553ca,Retention v2,2021-02-08 11:40:56.832000+00:00,2022-01-04 07:22:13.981000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/49be6ff8-c5cb-4dca-b19a-7bf856c0c280,49be6ff8-c5cb-4dca-b19a-7bf856c0c280,D0 Tracking secondseries,2021-05-06 10:12:58.318000+00:00,2023-05-26 07:35:25.849000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/49f82e85-6e63-4e71-ad9b-6c025386e75b,49f82e85-6e63-4e71-ad9b-6c025386e75b,ds_conversion_temp,2022-08-04 11:54:53.005000+00:00,2022-08-04 11:55:18.762000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4a168415-444f-4e66-b45b-4fb6ad1680f2,4a168415-444f-4e66-b45b-4fb6ad1680f2,Business Review,2022-01-04 07:19:05.839000+00:00,2022-01-04 07:19:20.153000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4a602cb9-1a01-4eeb-b761-6438e9d8f083,4a602cb9-1a01-4eeb-b761-6438e9d8f083,show_completed_not_completed_coin_balance_churned,2023-03-29 12:42:21.359000+00:00,2023-05-29 04:33:48.653000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4a6b71e4-347d-45d7-b2f4-babc59d93ce3,4a6b71e4-347d-45d7-b2f4-babc59d93ce3,Number of Creators for MIS Novels (Monthly),2023-03-02 10:20:15.968000+00:00,2023-03-02 10:20:47.355000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4a812c14-33d8-485e-a49d-8f3f911544c6,4a812c14-33d8-485e-a49d-8f3f911544c6,Higher Incentive Exp Allocated week Novels,2023-06-18 06:08:00.794000+00:00,2023-09-11 11:40:01.392000+00:00,SPICE,False,False,Higher Incentive Exp Allocated week Novels,cf9865ec-e59f-4a11-802a-2bfc2d81653d,DAILY,,,Asia/Calcutta,16:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4a812c14-33d8-485e-a49d-8f3f911544c6/refresh-schedule/cf9865ec-e59f-4a11-802a-2bfc2d81653d
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4a9c5887-6fa4-4b16-9e30-a7761f266f4e,4a9c5887-6fa4-4b16-9e30-a7761f266f4e,Product Books Core - Activity Redshift,2023-04-10 08:29:51.280000+00:00,2023-09-08 18:36:16.160000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4ae2ae26-e50a-4dd1-83ad-f631c62fdb56,4ae2ae26-e50a-4dd1-83ad-f631c62fdb56,WAU and week on week retention,2023-08-22 08:30:28.077000+00:00,2023-09-11 10:38:40.341000+00:00,SPICE,False,False,WAU and week on week retention,eef8ef0b-fb90-40e5-ac0c-42f2de18fe80,WEEKLY,MONDAY,,Asia/Calcutta,14:37,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4ae2ae26-e50a-4dd1-83ad-f631c62fdb56/refresh-schedule/eef8ef0b-fb90-40e5-ac0c-42f2de18fe80
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4ae60617-11bc-47f0-896b-b7a913877602,4ae60617-11bc-47f0-896b-b7a913877602,Test Jash,2022-04-21 05:40:26.352000+00:00,2022-04-21 05:41:35.084000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4b17aed3-b731-4e69-80fe-e877958e1830,4b17aed3-b731-4e69-80fe-e877958e1830,cpm_logic test,2021-03-31 14:17:37.457000+00:00,2022-01-04 07:22:04.953000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4b32228c-2027-4ec1-ba33-a4176b171d26,4b32228c-2027-4ec1-ba33-a4176b171d26,Impressions Json Redshift,2022-12-20 11:15:56.009000+00:00,2023-01-12 14:19:42.357000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4b55cff8-0258-4ad3-9cb8-74c4fd4c0add,4b55cff8-0258-4ad3-9cb8-74c4fd4c0add,Investor Monthly Activated,2021-03-12 05:56:05.508000+00:00,2022-04-05 11:36:00.279000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4b5905f0-7395-4473-a4b7-36108faa0d6c,4b5905f0-7395-4473-a4b7-36108faa0d6c,Month on Revenue wrt Install Month,2022-03-09 09:29:21.265000+00:00,2023-07-02 10:30:34.438000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4b84e339-97e3-4a5a-9d90-63767849575f,4b84e339-97e3-4a5a-9d90-63767849575f,Return Exp Engagement Metrics Automated,2023-08-29 08:11:57.929000+00:00,2023-09-11 10:24:07.020000+00:00,SPICE,False,False,Return Exp Engagement Metrics Automated,d7586819-a154-4ce3-b360-ab5ea1201540,DAILY,,,Asia/Calcutta,14:34,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4b84e339-97e3-4a5a-9d90-63767849575f/refresh-schedule/d7586819-a154-4ce3-b360-ab5ea1201540
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4b87d421-761a-4dad-a08a-8abdb0d3af3e,4b87d421-761a-4dad-a08a-8abdb0d3af3e,show wise data weekly_RedShift,2023-03-24 07:05:04.756000+00:00,2023-09-11 08:47:34.149000+00:00,SPICE,False,False,show wise data weekly_RedShift,18a0c3bf-8990-48da-9d48-de0af1b4ddf3,WEEKLY,MONDAY,,Asia/Calcutta,13:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4b87d421-761a-4dad-a08a-8abdb0d3af3e/refresh-schedule/18a0c3bf-8990-48da-9d48-de0af1b4ddf3
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4b9ccb40-d3f7-4804-9413-032cae936aad,4b9ccb40-d3f7-4804-9413-032cae936aad,Onboarding VIP 2,2021-02-01 12:09:28.496000+00:00,2022-01-04 07:22:15.909000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4ba1c693-32df-458b-999a-a5be8a13aef1,4ba1c693-32df-458b-999a-a5be8a13aef1,Novels Tiering Analysis Author level,2023-06-15 17:16:01.492000+00:00,2023-08-29 06:35:44.324000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4ba5a5f6-4fdb-48dd-8fa9-15d4a1b516c7,4ba5a5f6-4fdb-48dd-8fa9-15d4a1b516c7,Booster Pack Experiment overall,2023-08-17 07:10:31.194000+00:00,2023-09-11 09:12:30.544000+00:00,SPICE,False,False,Booster Pack Experiment overall,84ba1d5b-9819-470c-8659-c6a2a02c93e2,DAILY,,,Asia/Calcutta,14:33,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4ba5a5f6-4fdb-48dd-8fa9-15d4a1b516c7/refresh-schedule/84ba1d5b-9819-470c-8659-c6a2a02c93e2
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4badd320-1287-454a-997c-e77caa797b06,4badd320-1287-454a-997c-e77caa797b06,login_mode_distribution,2023-02-01 09:48:38.408000+00:00,2023-02-01 14:13:52.340000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4bbb1d75-78cf-4672-8dc7-bf1ea0b91c31,4bbb1d75-78cf-4672-8dc7-bf1ea0b91c31,60_vs_120_exp,2022-08-23 06:44:15.744000+00:00,2023-05-31 06:40:49.753000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4bbf61e1-eac1-4431-8c75-b441945964fa,4bbf61e1-eac1-4431-8c75-b441945964fa,hotel_raaz_mahal_2,2022-04-25 09:23:31.967000+00:00,2022-05-17 18:32:22.176000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4c03ac64-5f1a-4b84-869c-b2b7e0c13315,4c03ac64-5f1a-4b84-869c-b2b7e0c13315,27april v2,2021-05-01 08:08:42.627000+00:00,2022-01-24 08:32:51.342000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4c12111e-e679-4012-b6ca-f7f9cd17e46d,4c12111e-e679-4012-b6ca-f7f9cd17e46d,New custom SQL,2023-01-19 07:47:32.353000+00:00,2023-01-19 08:09:22.849000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4c95c711-f47e-4871-a076-915713670263,4c95c711-f47e-4871-a076-915713670263,Web and Social Media Analytics,2021-05-10 09:22:54.528000+00:00,2021-05-10 09:22:54.765000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4c9c613d-7a64-453e-8800-009ffcddaacd,4c9c613d-7a64-453e-8800-009ffcddaacd,Binge Pass Feature - Allocation to Purchase - Redshift,2023-01-27 05:01:43.409000+00:00,2023-07-31 10:21:12.782000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4cae9054-d3f4-4fa8-9e04-1646dfba63bc,4cae9054-d3f4-4fa8-9e04-1646dfba63bc,10minby10min_new_user,2021-09-22 11:02:58.218000+00:00,2022-01-04 07:21:54.566000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4cc8d182-c907-4241-96e1-df374b0f2fe0,4cc8d182-c907-4241-96e1-df374b0f2fe0,New custom SQL,2023-05-15 11:13:16.808000+00:00,2023-05-15 11:15:11.850000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4cf24ba0-54fa-4c69-95b6-8a76c67c32d9,4cf24ba0-54fa-4c69-95b6-8a76c67c32d9,Web and Social Media Analytics,2021-05-30 14:33:07.476000+00:00,2022-06-12 05:33:15.265000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4cf3eaa2-4ed2-4e2d-8c7d-f32532d02109,4cf3eaa2-4ed2-4e2d-8c7d-f32532d02109,Novels Low Reads Redshift,2023-04-19 16:14:54.925000+00:00,2023-09-11 07:33:07.346000+00:00,SPICE,False,False,Novels Low Reads Redshift,abc2ef35-f642-497d-8d5e-3f46c7f2cdc7,DAILY,,,Asia/Calcutta,13:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4cf3eaa2-4ed2-4e2d-8c7d-f32532d02109/refresh-schedule/abc2ef35-f642-497d-8d5e-3f46c7f2cdc7
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4d016603-9235-4483-a00d-8bc804ed0919,4d016603-9235-4483-a00d-8bc804ed0919,Multi Billboard view 2,2022-06-27 08:12:24.914000+00:00,2023-02-10 06:00:24.356000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4d3f23b9-d24a-4883-9967-8735ce6d3464,4d3f23b9-d24a-4883-9967-8735ce6d3464,Novels Installs Paying Users Classification Redshift,2023-04-13 10:40:56.191000+00:00,2023-09-11 04:45:55.357000+00:00,SPICE,False,False,Novels Installs Paying Users Classification Redshift,0c233e48-c630-41b6-9ff6-0f332e73fcec,WEEKLY,MONDAY,,Asia/Calcutta,09:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4d3f23b9-d24a-4883-9967-8735ce6d3464/refresh-schedule/0c233e48-c630-41b6-9ff6-0f332e73fcec
