Arn_x,DataSetId,Name,CreatedTime,LastUpdatedTime,ImportMode,RowLevelPermissionTagConfigurationApplied,ColumnLevelPermissionRulesApplied,DataSetName,ScheduleId,Interval,DayOfWeek,DayOfMonth,Timezone,TimeOfTheDay,RefreshType,Arn_y
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/8e001998-fccc-494e-a331-76417635bc0d,8e001998-fccc-494e-a331-76417635bc0d,arpu_part_2_without_ut_tag,2022-06-28 07:57:59.641000+00:00,2022-06-28 07:58:15+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/8e27c0e7-7578-4adb-a8fb-3ab5939ea31c,8e27c0e7-7578-4adb-a8fb-3ab5939ea31c,Installs MoM Distribution by Playtime User Tag (Redshift),2023-02-07 13:17:07.254000+00:00,2023-09-04 14:33:09.037000+00:00,SPICE,False,False,Installs MoM Distribution by Playtime User Tag (Redshift),d2a4544a-c658-462b-935e-a925da79de05,WEEKLY,MONDAY,,Asia/Calcutta,20:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/8e27c0e7-7578-4adb-a8fb-3ab5939ea31c/refresh-schedule/d2a4544a-c658-462b-935e-a925da79de05
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/8e8fb0c4-e937-48c5-a47e-653b3e11c4f7,8e8fb0c4-e937-48c5-a47e-653b3e11c4f7,Secondary Show Discounting View 4,2023-08-01 10:16:52.444000+00:00,2023-09-11 08:55:01.835000+00:00,SPICE,False,False,Secondary Show Discounting View 4,8728024c-bb6f-4427-a1d3-23f60aef01df,DAILY,,,Asia/Calcutta,13:15,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/8e8fb0c4-e937-48c5-a47e-653b3e11c4f7/refresh-schedule/8728024c-bb6f-4427-a1d3-23f60aef01df
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/8e93548c-706b-4b86-982b-420b86a01dd4,8e93548c-706b-4b86-982b-420b86a01dd4,Increased coin reactivation experiment,2023-07-12 13:09:12.667000+00:00,2023-08-10 10:45:31.374000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/8eb49b14-6224-4da4-a7f8-2aefc2895829,8eb49b14-6224-4da4-a7f8-2aefc2895829,Novels North Star Redshift,2023-03-31 13:36:16.071000+00:00,2023-09-11 11:36:40.133000+00:00,SPICE,False,False,Novels North Star Redshift,be0542dc-7b98-40e5-a7c5-e07b853f44c6,DAILY,,,Asia/Calcutta,16:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/8eb49b14-6224-4da4-a7f8-2aefc2895829/refresh-schedule/be0542dc-7b98-40e5-a7c5-e07b853f44c6
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/8efc745c-5a3a-4be2-8093-a9bb31077de2,8efc745c-5a3a-4be2-8093-a9bb31077de2,Core Metrics Novels,2021-07-08 05:36:22.754000+00:00,2022-08-03 13:00:51.401000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/8efcb156-9452-4d3f-87b9-26ade47eaa90,8efcb156-9452-4d3f-87b9-26ade47eaa90,Catalag Tags Engagement,2023-03-20 05:56:30.044000+00:00,2023-09-11 07:52:01.833000+00:00,SPICE,False,False,Catalag Tags Engagement,62802898-5b3a-49f4-b4d7-0e172376e731,DAILY,,,Asia/Calcutta,12:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/8efcb156-9452-4d3f-87b9-26ade47eaa90/refresh-schedule/62802898-5b3a-49f4-b4d7-0e172376e731
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/8f16a92e-3b8c-42fd-9310-d706d3b68321,8f16a92e-3b8c-42fd-9310-d706d3b68321,Weekly Sessions Timegap Percentile Distribution Novels,2023-05-29 05:33:50.547000+00:00,2023-05-29 05:38:49.573000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/8f450cd7-e411-4d43-998f-8304c06b011e,8f450cd7-e411-4d43-998f-8304c06b011e,DAU(Age on Platform),2021-12-27 13:46:37.170000+00:00,2023-04-26 10:08:33.492000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/8f45a99a-52d5-459c-9225-b094efe5aea8,8f45a99a-52d5-459c-9225-b094efe5aea8,coins spent by churn users per day post activation Novels,2023-05-08 11:14:36.701000+00:00,2023-09-10 18:32:48.073000+00:00,SPICE,False,False,coins spent by churn users per day post activation Novels,49380996-c653-4358-b869-69a23b662723,WEEKLY,SUNDAY,,Asia/Calcutta,23:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/8f45a99a-52d5-459c-9225-b094efe5aea8/refresh-schedule/49380996-c653-4358-b869-69a23b662723
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/8f4d214d-f644-48e4-b1d3-188a9087dc16,8f4d214d-f644-48e4-b1d3-188a9087dc16,Penguin Install Month,2022-01-07 11:32:39.518000+00:00,2022-01-07 14:25:55.651000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/8f72876c-b7da-4697-9218-5c006024df42,8f72876c-b7da-4697-9218-5c006024df42,New custom SQL,2022-11-18 12:25:47.685000+00:00,2022-11-18 12:28:01.623000+00:00,DIRECT_QUERY,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/8fb627f4-53fd-4fef-b7b6-1ad245a76445,8fb627f4-53fd-4fef-b7b6-1ad245a76445,Resurrection Revenue,2021-01-01 09:35:06.858000+00:00,2023-05-25 13:33:45.075000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/8fd0eedd-9e41-40ee-9a0f-3809eed79d2d,8fd0eedd-9e41-40ee-9a0f-3809eed79d2d,Email Verification via SendGrid,2023-07-21 11:01:41.496000+00:00,2023-09-11 05:48:55.063000+00:00,SPICE,False,False,Email Verification via SendGrid,d811ea7b-cc55-465f-b46c-23f3a9d2b9d2,DAILY,,,Asia/Calcutta,11:15,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/8fd0eedd-9e41-40ee-9a0f-3809eed79d2d/refresh-schedule/d811ea7b-cc55-465f-b46c-23f3a9d2b9d2
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/8fe62ae1-7c03-4f49-b6cd-c81cce4a6c52,8fe62ae1-7c03-4f49-b6cd-c81cce4a6c52,Sample Query - Post-Filter,2023-08-31 07:39:32.499000+00:00,2023-08-31 07:48:00.498000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/8ff72b42-9eea-4def-a623-c14c406d8636,8ff72b42-9eea-4def-a623-c14c406d8636,New custom SQL,2023-01-20 14:34:12.098000+00:00,2023-01-20 15:02:58.807000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/8ffcf9a8-8969-42d1-ae18-8848bbf36403,8ffcf9a8-8969-42d1-ae18-8848bbf36403,Transactional info Android,2023-08-22 05:58:54.844000+00:00,2023-09-11 07:35:28.072000+00:00,SPICE,False,False,Transactional info Android,7114a11a-1638-4128-ad5c-1161b907241b,DAILY,,,Asia/Calcutta,13:03,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/8ffcf9a8-8969-42d1-ae18-8848bbf36403/refresh-schedule/7114a11a-1638-4128-ad5c-1161b907241b
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9002197b-e28e-4c94-8084-e5d41d053d3b,9002197b-e28e-4c94-8084-e5d41d053d3b,Future Scheduled Chapters Till Date Novels,2023-04-24 14:05:22.787000+00:00,2023-09-11 10:31:54.407000+00:00,SPICE,False,False,Future Scheduled Chapters Till Date Novels,3d021b7c-e66b-4226-afb3-8368efc63180,DAILY,,,Asia/Calcutta,15:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9002197b-e28e-4c94-8084-e5d41d053d3b/refresh-schedule/3d021b7c-e66b-4226-afb3-8368efc63180
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9033ad8b-191d-47c8-81e9-57b1508763d1,9033ad8b-191d-47c8-81e9-57b1508763d1,Novels Impression Redshift,2023-02-07 12:05:14.200000+00:00,2023-09-04 14:29:45.611000+00:00,SPICE,False,False,Novels Impression Redshift,ed545c0f-ba5c-4f2d-af76-fedd85f0165f,WEEKLY,MONDAY,,Asia/Calcutta,19:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9033ad8b-191d-47c8-81e9-57b1508763d1/refresh-schedule/ed545c0f-ba5c-4f2d-af76-fedd85f0165f
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/903afb5e-f461-4e1f-9294-a9c3518dc805,903afb5e-f461-4e1f-9294-a9c3518dc805,do_install_month_wise,2022-06-15 13:34:15.795000+00:00,2022-06-15 13:55:05.638000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9041b8f6-2894-44f1-a957-0bae7277c302,9041b8f6-2894-44f1-a957-0bae7277c302,Daily rewarded ads watched users - Redshift,2023-01-31 09:46:32.173000+00:00,2023-09-11 08:36:11.131000+00:00,SPICE,False,False,Daily rewarded ads watched users - Redshift,58157d47-43c2-4fc9-adb0-ebcae685cb75,DAILY,,,Asia/Calcutta,14:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9041b8f6-2894-44f1-a957-0bae7277c302/refresh-schedule/58157d47-43c2-4fc9-adb0-ebcae685cb75
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9075fe7c-c236-4be0-8e7f-3297e4403b2a,9075fe7c-c236-4be0-8e7f-3297e4403b2a,DAU Redshift Info 2,2022-12-16 07:33:40.650000+00:00,2023-09-11 08:33:25.936000+00:00,SPICE,False,False,DAU Redshift Info 2,5568033f-d06f-4edb-9615-ffc69871f0a8,DAILY,,,Asia/Calcutta,14:02,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9075fe7c-c236-4be0-8e7f-3297e4403b2a/refresh-schedule/5568033f-d06f-4edb-9615-ffc69871f0a8
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9098f1dc-e7c8-4f0f-b8d6-fe8cfbb0d879,9098f1dc-e7c8-4f0f-b8d6-fe8cfbb0d879,2 Way Referral Revamp USA,2022-06-20 08:39:27.886000+00:00,2023-05-24 07:02:29.825000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/90a4c59d-e32c-49a4-b4cc-35e3db6ced5d,90a4c59d-e32c-49a4-b4cc-35e3db6ced5d,Categorical Data(Novels),2022-12-22 12:03:48.423000+00:00,2023-05-30 07:29:32.768000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/90aa1aa0-1016-4634-bd72-d15a54575e1a,90aa1aa0-1016-4634-bd72-d15a54575e1a,show language wise revenue,2022-10-27 07:28:01.232000+00:00,2023-05-02 09:48:42.449000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/90ed6a94-a255-40d7-b7b2-e173a24e0846,90ed6a94-a255-40d7-b7b2-e173a24e0846,Coins Spent Per Week Novels (usertgxbingertg),2023-04-27 09:36:21.826000+00:00,2023-09-10 11:04:55.528000+00:00,SPICE,False,False,Coins Spent Per Week Novels (usertgxbingertg),265c8f09-8250-4b95-a2d2-e34a04d35f9e,WEEKLY,SUNDAY,,Asia/Calcutta,16:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/90ed6a94-a255-40d7-b7b2-e173a24e0846/refresh-schedule/265c8f09-8250-4b95-a2d2-e34a04d35f9e
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9105efbc-98a5-4c9c-95b2-07e4b935d796,9105efbc-98a5-4c9c-95b2-07e4b935d796,author stages movement time,2022-07-06 11:35:34.061000+00:00,2023-06-02 04:30:20.638000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9121bf95-c262-4247-9e7d-b97f9d918d2c,9121bf95-c262-4247-9e7d-b97f9d918d2c,Coins spent per day post allocation(usertgxbingertg),2023-04-27 10:09:16.342000+00:00,2023-09-10 11:51:26.402000+00:00,SPICE,False,False,Coins spent per day post allocation(usertgxbingertg),6431efa7-aa80-4ae3-aa5d-e0f3f550ca04,WEEKLY,SUNDAY,,Asia/Calcutta,16:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9121bf95-c262-4247-9e7d-b97f9d918d2c/refresh-schedule/6431efa7-aa80-4ae3-aa5d-e0f3f550ca04
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/91268631-7a94-44dd-9952-48c2d8f8a0f0,91268631-7a94-44dd-9952-48c2d8f8a0f0,Whatsapp_Daily_opt_in_opt_out,2023-07-28 09:04:59.384000+00:00,2023-09-11 05:31:23.441000+00:00,SPICE,False,False,Whatsapp_Daily_opt_in_opt_out,d7747c1d-b924-4cac-beba-41ac286b427a,DAILY,,,Asia/Calcutta,11:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/91268631-7a94-44dd-9952-48c2d8f8a0f0/refresh-schedule/d7747c1d-b924-4cac-beba-41ac286b427a
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/918d6c3a-f507-46eb-854e-4699257351eb,918d6c3a-f507-46eb-854e-4699257351eb,Playback speed and sleep time feature tracking,2021-10-05 06:00:58.685000+00:00,2022-08-03 12:47:02.858000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/918e61bb-d098-43a7-9d31-5f2d0af74629,918e61bb-d098-43a7-9d31-5f2d0af74629,People Overview,2021-08-26 08:00:42.887000+00:00,2022-06-12 05:33:17.246000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/919224da-83e0-4f9c-9394-4d3e9ba9768f,919224da-83e0-4f9c-9394-4d3e9ba9768f,whales_exp,2022-06-27 04:48:14.759000+00:00,2023-05-31 07:30:09.517000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/91b6c2a6-7474-49f4-a78e-2b25c97e18ea,91b6c2a6-7474-49f4-a78e-2b25c97e18ea,retention_fast_pass_week-wise,2022-08-09 05:47:35.968000+00:00,2023-05-31 07:00:32.355000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/91ce93af-8187-49b9-8a13-5a78a7213a83,91ce93af-8187-49b9-8a13-5a78a7213a83,screen_variant_with_filter,2022-04-29 11:27:33.571000+00:00,2022-05-17 11:03:14.729000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/91dd0828-6f2c-40bd-ae29-d7b3cf455e10,91dd0828-6f2c-40bd-ae29-d7b3cf455e10,Ad Revenue,2023-03-29 10:47:17.938000+00:00,2023-09-11 07:01:19.125000+00:00,SPICE,False,False,Ad Revenue,a3c135c6-608a-4fd0-a721-45418b1403ac,DAILY,,,Asia/Calcutta,12:30,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/91dd0828-6f2c-40bd-ae29-d7b3cf455e10/refresh-schedule/a3c135c6-608a-4fd0-a721-45418b1403ac
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/91e97bad-e467-4734-a81f-6391eb57212a,91e97bad-e467-4734-a81f-6391eb57212a,Median no of days for contracted author to republish (before & After Contract Date),2023-08-01 10:56:08.959000+00:00,2023-08-02 11:27:56.086000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/91efb122-3834-48a2-8da6-88f6758a9bbd,91efb122-3834-48a2-8da6-88f6758a9bbd,Promo Auto Play Overall,2023-06-05 11:09:13.650000+00:00,2023-07-02 05:48:41.421000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/91f7feac-0f61-48a3-9b54-a416ce4aa413,91f7feac-0f61-48a3-9b54-a416ce4aa413,paying_conversion_rate_content,2022-05-23 13:31:12.852000+00:00,2022-05-23 14:10:06.575000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9200b8ee-efac-4283-bb21-17460ef6d343,9200b8ee-efac-4283-bb21-17460ef6d343,Daily Active Users DAU MAU,2021-09-16 10:55:53.695000+00:00,2022-08-03 12:46:58.196000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/920fe9ef-8413-4012-99c0-9adc3b6cc702,920fe9ef-8413-4012-99c0-9adc3b6cc702,Books Daily Readers Redshift,2023-02-09 11:03:38.345000+00:00,2023-09-10 13:31:00.179000+00:00,SPICE,False,False,Books Daily Readers Redshift,4e1613c4-06eb-4bc0-9b31-66ce200c3b75,DAILY,,,Asia/Calcutta,18:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/920fe9ef-8413-4012-99c0-9adc3b6cc702/refresh-schedule/4e1613c4-06eb-4bc0-9b31-66ce200c3b75
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9218fbec-223d-4094-a818-1883b27e9d99,9218fbec-223d-4094-a818-1883b27e9d99,Retention Product Listeners Source,2023-01-13 11:04:30.902000+00:00,2023-09-11 06:38:44.324000+00:00,SPICE,False,False,Retention Product Listeners Source,85c2e44b-fce3-469d-a8cd-8277c18d40d5,WEEKLY,MONDAY,,Asia/Calcutta,11:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9218fbec-223d-4094-a818-1883b27e9d99/refresh-schedule/85c2e44b-fce3-469d-a8cd-8277c18d40d5
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/922e50ba-b0a7-4394-920f-a07e9ecbb9cc,922e50ba-b0a7-4394-920f-a07e9ecbb9cc,Pocket Writers Stages Redshift,2023-03-22 20:16:10.545000+00:00,2023-09-11 09:32:16.330000+00:00,SPICE,False,False,Pocket Writers Stages Redshift,cc3abda9-2e00-4532-9b29-4c6c440be6c0,DAILY,,,Asia/Calcutta,14:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/922e50ba-b0a7-4394-920f-a07e9ecbb9cc/refresh-schedule/cc3abda9-2e00-4532-9b29-4c6c440be6c0
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/924266c9-709f-451f-bb79-b445dc296b31,924266c9-709f-451f-bb79-b445dc296b31,vikas_ds_ARPL_combined_data,2023-04-21 04:19:25.706000+00:00,2023-09-04 18:29:37.963000+00:00,SPICE,False,False,vikas_ds_ARPL_combined_data,22c8b3df-60ec-4c30-b7d5-d75e1ade2112,WEEKLY,MONDAY,,Asia/Calcutta,23:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/924266c9-709f-451f-bb79-b445dc296b31/refresh-schedule/22c8b3df-60ec-4c30-b7d5-d75e1ade2112
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9280378c-2c23-4efe-b026-6d5bd8338da7,9280378c-2c23-4efe-b026-6d5bd8338da7,Investor Month VIP,2021-03-20 16:17:18.696000+00:00,2022-03-24 09:59:51.304000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/92a6ece9-c5b0-489c-9681-7952cb0adb5c,92a6ece9-c5b0-489c-9681-7952cb0adb5c,Stories Count on Shows,2022-08-25 11:06:21.452000+00:00,2023-05-10 07:29:47.063000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/92ab5326-91d6-4a4a-97dc-847dbef46fd8,92ab5326-91d6-4a4a-97dc-847dbef46fd8,retention_fast_pass_week-wise Novel Redshift,2023-04-04 19:02:19.668000+00:00,2023-09-11 11:34:22.074000+00:00,SPICE,False,False,retention_fast_pass_week-wise Novel Redshift,fc497574-2207-4d43-bce7-31759c68c20a,DAILY,,,Asia/Calcutta,16:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/92ab5326-91d6-4a4a-97dc-847dbef46fd8/refresh-schedule/fc497574-2207-4d43-bce7-31759c68c20a
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/92b49e96-6746-4173-92ca-eee61ccdc6a2,92b49e96-6746-4173-92ca-eee61ccdc6a2,last_5_days_install_data,2022-11-24 06:25:59.272000+00:00,2022-11-24 06:50:08.547000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9315ff34-aa17-4090-8812-305ac6129ff3,9315ff34-aa17-4090-8812-305ac6129ff3,pdv2_exp,2022-10-28 14:41:52.462000+00:00,2022-11-01 21:55:53.399000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/93558096-d0d8-4012-9769-81927aa55eb3,93558096-d0d8-4012-9769-81927aa55eb3,95P Days to Republish(Contracted Books),2023-07-24 07:52:52.465000+00:00,2023-07-25 08:18:58.869000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/937c68a4-381b-4227-b216-3a64ec2cef61,937c68a4-381b-4227-b216-3a64ec2cef61,Web campaign performance (with filters),2023-07-14 05:57:33.022000+00:00,2023-09-11 05:37:50.124000+00:00,SPICE,False,False,Web campaign performance (with filters),3f07bd91-3c6a-401d-9355-d8fa4dcc5e4a,DAILY,,,Asia/Calcutta,11:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/937c68a4-381b-4227-b216-3a64ec2cef61/refresh-schedule/3f07bd91-3c6a-401d-9355-d8fa4dcc5e4a
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/93b19c1b-0961-4258-9e0c-7327a364b975,93b19c1b-0961-4258-9e0c-7327a364b975,Novel Revenue Share (All columns) Redshift,2023-04-13 09:32:31.914000+00:00,2023-09-11 11:12:11.653000+00:00,SPICE,False,False,Novel Revenue Share (All columns) Redshift,ec0f043b-f803-467c-90f9-6e4c27bf9ff1,DAILY,,,Asia/Calcutta,16:39,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/93b19c1b-0961-4258-9e0c-7327a364b975/refresh-schedule/ec0f043b-f803-467c-90f9-6e4c27bf9ff1
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/93c004d1-c848-4429-b325-5e27d3a7a8bc,93c004d1-c848-4429-b325-5e27d3a7a8bc,Novels Impressions Redshift,2022-12-20 09:54:19.882000+00:00,2023-01-12 14:17:36.448000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/93d782d2-29e0-4fab-a587-af9fce33d005,93d782d2-29e0-4fab-a587-af9fce33d005,Install - IM Hindi Best Show Cohort Wise Other Shows Analysis,2023-07-20 10:25:35.523000+00:00,2023-07-20 10:51:02.878000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9409cd79-7bfa-4800-b5da-5d76c3c6ff31,9409cd79-7bfa-4800-b5da-5d76c3c6ff31,Trailers Feature Retention,2023-04-05 11:55:17.775000+00:00,2023-04-13 07:01:27.534000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/943bb8ac-bc6e-4b55-9c22-f61937cc6723,943bb8ac-bc6e-4b55-9c22-f61937cc6723,stage_wise_latest_seq_number,2023-08-11 12:24:06.232000+00:00,2023-09-11 06:32:34.916000+00:00,SPICE,False,False,stage_wise_latest_seq_number,0027dbb3-e15d-4314-b4f3-84a37d29a12d,DAILY,,,Asia/Calcutta,12:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/943bb8ac-bc6e-4b55-9c22-f61937cc6723/refresh-schedule/0027dbb3-e15d-4314-b4f3-84a37d29a12d
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/944871af-d0e3-4e18-9ad2-026ff0a9b472,944871af-d0e3-4e18-9ad2-026ff0a9b472,Auto Publish Bug Books Redshift,2023-04-19 16:17:34.527000+00:00,2023-04-19 16:17:59.661000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/944e8bcb-af64-47d3-abcb-2a34a75e5fbb,944e8bcb-af64-47d3-abcb-2a34a75e5fbb,Weekly Revenue Retention Novel Calendar Week wise,2022-10-11 11:18:31.119000+00:00,2023-05-26 12:30:32.778000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/94600e98-3c4f-4127-9f04-ebd2840a625b,94600e98-3c4f-4127-9f04-ebd2840a625b,Business Review,2021-12-21 12:02:30.106000+00:00,2021-12-23 10:47:15.509000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/94842b81-d777-48c4-a810-982f9abe1317,94842b81-d777-48c4-a810-982f9abe1317,Show Retention test,2021-03-12 08:58:53.795000+00:00,2022-01-04 07:22:08.133000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9495526f-4e7d-4766-9b6f-bb593147ae75,9495526f-4e7d-4766-9b6f-bb593147ae75,notifications v1 one signal local notif - Redshift,2023-04-25 11:46:59.447000+00:00,2023-05-29 09:24:02.410000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/94a3f585-6f3f-490c-8dee-6bb1e6387b99,94a3f585-6f3f-490c-8dee-6bb1e6387b99,weekly_notification_count,2023-01-27 08:43:41.679000+00:00,2023-01-27 08:58:42.052000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/94a9db27-5ae2-4679-a0ea-8d60af1d8d75,94a9db27-5ae2-4679-a0ea-8d60af1d8d75,ad_tracking v2,2021-06-23 09:51:41.278000+00:00,2022-01-04 11:43:55.493000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/94b8b12b-9c4b-44ed-b668-25a4708fe241,94b8b12b-9c4b-44ed-b668-25a4708fe241,cashback_dashboard,2022-05-26 10:44:17.684000+00:00,2022-12-05 07:32:58.884000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/94bf3654-889e-499e-9217-ef6f08f2f266,94bf3654-889e-499e-9217-ef6f08f2f266,NULL Source LDAUs Sample,2023-08-31 07:09:01.237000+00:00,2023-08-31 07:09:36.802000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/94c8c973-8736-4217-8a41-98217316f1b2,94c8c973-8736-4217-8a41-98217316f1b2,Weekly Revenue Retention Calendar week wise - Redshift,2023-03-13 07:55:39.419000+00:00,2023-09-11 04:13:19.014000+00:00,SPICE,False,False,Weekly Revenue Retention Calendar week wise - Redshift,15c0855e-8e79-42e9-a383-499e5f0175e9,DAILY,,,Asia/Calcutta,09:39,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/94c8c973-8736-4217-8a41-98217316f1b2/refresh-schedule/15c0855e-8e79-42e9-a383-499e5f0175e9
