Arn_x,DataSetId,Name,CreatedTime,LastUpdatedTime,ImportMode,RowLevelPermissionTagConfigurationApplied,ColumnLevelPermissionRulesApplied,DataSetName,ScheduleId,Interval,DayOfWeek,DayOfMonth,Timezone,TimeOfTheDay,RefreshType,Arn_y,LastUpdatedTime_IST
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/920fe9ef-8413-4012-99c0-9adc3b6cc702,920fe9ef-8413-4012-99c0-9adc3b6cc702,Books Daily Readers Redshift,2023-02-09 11:03:38.345000+00:00,2023-09-10 13:31:00.179000+00:00,SPICE,False,False,Books Daily Readers Redshift,4e1613c4-06eb-4bc0-9b31-66ce200c3b75,DAILY,,,Asia/Calcutta,18:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/920fe9ef-8413-4012-99c0-9adc3b6cc702/refresh-schedule/4e1613c4-06eb-4bc0-9b31-66ce200c3b75,2023-09-10 19:01:00.179000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9218fbec-223d-4094-a818-1883b27e9d99,9218fbec-223d-4094-a818-1883b27e9d99,Retention Product Listeners Source,2023-01-13 11:04:30.902000+00:00,2023-09-11 06:38:44.324000+00:00,SPICE,False,False,Retention Product Listeners Source,85c2e44b-fce3-469d-a8cd-8277c18d40d5,WEEKLY,MONDAY,,Asia/Calcutta,11:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9218fbec-223d-4094-a818-1883b27e9d99/refresh-schedule/85c2e44b-fce3-469d-a8cd-8277c18d40d5,2023-09-11 12:08:44.324000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/922e50ba-b0a7-4394-920f-a07e9ecbb9cc,922e50ba-b0a7-4394-920f-a07e9ecbb9cc,Pocket Writers Stages Redshift,2023-03-22 20:16:10.545000+00:00,2023-09-11 09:32:16.330000+00:00,SPICE,False,False,Pocket Writers Stages Redshift,cc3abda9-2e00-4532-9b29-4c6c440be6c0,DAILY,,,Asia/Calcutta,14:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/922e50ba-b0a7-4394-920f-a07e9ecbb9cc/refresh-schedule/cc3abda9-2e00-4532-9b29-4c6c440be6c0,2023-09-11 15:02:16.330000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/924266c9-709f-451f-bb79-b445dc296b31,924266c9-709f-451f-bb79-b445dc296b31,vikas_ds_ARPL_combined_data,2023-04-21 04:19:25.706000+00:00,2023-09-04 18:29:37.963000+00:00,SPICE,False,False,vikas_ds_ARPL_combined_data,22c8b3df-60ec-4c30-b7d5-d75e1ade2112,WEEKLY,MONDAY,,Asia/Calcutta,23:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/924266c9-709f-451f-bb79-b445dc296b31/refresh-schedule/22c8b3df-60ec-4c30-b7d5-d75e1ade2112,2023-09-04 23:59:37.963000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/92ab5326-91d6-4a4a-97dc-847dbef46fd8,92ab5326-91d6-4a4a-97dc-847dbef46fd8,retention_fast_pass_week-wise Novel Redshift,2023-04-04 19:02:19.668000+00:00,2023-09-11 11:34:22.074000+00:00,SPICE,False,False,retention_fast_pass_week-wise Novel Redshift,fc497574-2207-4d43-bce7-31759c68c20a,DAILY,,,Asia/Calcutta,16:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/92ab5326-91d6-4a4a-97dc-847dbef46fd8/refresh-schedule/fc497574-2207-4d43-bce7-31759c68c20a,2023-09-11 17:04:22.074000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/937c68a4-381b-4227-b216-3a64ec2cef61,937c68a4-381b-4227-b216-3a64ec2cef61,Web campaign performance (with filters),2023-07-14 05:57:33.022000+00:00,2023-09-11 05:37:50.124000+00:00,SPICE,False,False,Web campaign performance (with filters),3f07bd91-3c6a-401d-9355-d8fa4dcc5e4a,DAILY,,,Asia/Calcutta,11:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/937c68a4-381b-4227-b216-3a64ec2cef61/refresh-schedule/3f07bd91-3c6a-401d-9355-d8fa4dcc5e4a,2023-09-11 11:07:50.124000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/93b19c1b-0961-4258-9e0c-7327a364b975,93b19c1b-0961-4258-9e0c-7327a364b975,Novel Revenue Share (All columns) Redshift,2023-04-13 09:32:31.914000+00:00,2023-09-11 11:12:11.653000+00:00,SPICE,False,False,Novel Revenue Share (All columns) Redshift,ec0f043b-f803-467c-90f9-6e4c27bf9ff1,DAILY,,,Asia/Calcutta,16:39,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/93b19c1b-0961-4258-9e0c-7327a364b975/refresh-schedule/ec0f043b-f803-467c-90f9-6e4c27bf9ff1,2023-09-11 16:42:11.653000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/943bb8ac-bc6e-4b55-9c22-f61937cc6723,943bb8ac-bc6e-4b55-9c22-f61937cc6723,stage_wise_latest_seq_number,2023-08-11 12:24:06.232000+00:00,2023-09-11 06:32:34.916000+00:00,SPICE,False,False,stage_wise_latest_seq_number,0027dbb3-e15d-4314-b4f3-84a37d29a12d,DAILY,,,Asia/Calcutta,12:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/943bb8ac-bc6e-4b55-9c22-f61937cc6723/refresh-schedule/0027dbb3-e15d-4314-b4f3-84a37d29a12d,2023-09-11 12:02:34.916000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/94c8c973-8736-4217-8a41-98217316f1b2,94c8c973-8736-4217-8a41-98217316f1b2,Weekly Revenue Retention Calendar week wise - Redshift,2023-03-13 07:55:39.419000+00:00,2023-09-11 04:13:19.014000+00:00,SPICE,False,False,Weekly Revenue Retention Calendar week wise - Redshift,15c0855e-8e79-42e9-a383-499e5f0175e9,DAILY,,,Asia/Calcutta,09:39,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/94c8c973-8736-4217-8a41-98217316f1b2/refresh-schedule/15c0855e-8e79-42e9-a383-499e5f0175e9,2023-09-11 09:43:19.014000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9541129b-f020-4a08-828e-b28fec6bfec6,9541129b-f020-4a08-828e-b28fec6bfec6,Ops Tech Team Assignment Redshift,2023-04-19 18:38:47.881000+00:00,2023-09-11 06:32:25.352000+00:00,SPICE,False,False,Ops Tech Team Assignment Redshift,4c2ee4fb-85ec-486c-a741-6458a52dc6b0,DAILY,,,Asia/Calcutta,12:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9541129b-f020-4a08-828e-b28fec6bfec6/refresh-schedule/4c2ee4fb-85ec-486c-a741-6458a52dc6b0,2023-09-11 12:02:25.352000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/95e4db95-133f-4c1c-979f-bd9259bd40ba,95e4db95-133f-4c1c-979f-bd9259bd40ba,Book Wise Hourly Retention Redshift,2023-01-12 06:57:21.087000+00:00,2023-09-11 11:39:51.449000+00:00,SPICE,False,False,Book Wise Hourly Retention Redshift,7b33e5af-d4b3-488e-8781-0abd104b4edb,DAILY,,,Asia/Calcutta,16:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/95e4db95-133f-4c1c-979f-bd9259bd40ba/refresh-schedule/7b33e5af-d4b3-488e-8781-0abd104b4edb,2023-09-11 17:09:51.449000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9627045c-9083-4867-b35b-806d3a7cf213,9627045c-9083-4867-b35b-806d3a7cf213,Show Detail Payment Funnel Tracking v2,2023-05-16 13:47:18.675000+00:00,2023-09-04 12:45:23.732000+00:00,SPICE,False,False,Show Detail Payment Funnel Tracking v2,91a521b9-43d9-4e38-a06a-10da220ed7f6,WEEKLY,MONDAY,,Asia/Calcutta,18:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9627045c-9083-4867-b35b-806d3a7cf213/refresh-schedule/91a521b9-43d9-4e38-a06a-10da220ed7f6,2023-09-04 18:15:23.732000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/969d5b8c-98fe-495c-a50b-fb19b2c54189,969d5b8c-98fe-495c-a50b-fb19b2c54189,show_hourwise_revenue_redshift,2023-03-21 13:36:40.480000+00:00,2023-09-10 18:39:16.072000+00:00,SPICE,False,False,show_hourwise_revenue_redshift,1808a5c5-ece9-450b-aab4-1d16d88f2c33,WEEKLY,SUNDAY,,Asia/Calcutta,23:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/969d5b8c-98fe-495c-a50b-fb19b2c54189/refresh-schedule/1808a5c5-ece9-450b-aab4-1d16d88f2c33,2023-09-11 00:09:16.072000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9705e7b7-da90-482a-bb83-854d667cdac7,9705e7b7-da90-482a-bb83-854d667cdac7,Paying Users Monthly Retention 1.0 Calendar Month wise - Redshift,2023-03-10 09:26:39.294000+00:00,2023-09-11 04:19:19.239000+00:00,SPICE,False,False,Paying Users Monthly Retention 1.0 Calendar Month wise - Redshift,32a17703-1bcf-4290-aefd-bd6935a1a3d1,DAILY,,,Asia/Calcutta,09:37,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9705e7b7-da90-482a-bb83-854d667cdac7/refresh-schedule/32a17703-1bcf-4290-aefd-bd6935a1a3d1,2023-09-11 09:49:19.239000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/973cf251-a662-4ea2-83b2-d7074ff50dc1,973cf251-a662-4ea2-83b2-d7074ff50dc1,1 hr Eng - last 7,2023-03-13 14:42:46.876000+00:00,2023-09-11 10:30:10.457000+00:00,SPICE,False,False,1 hr Eng - last 7,0183f52a-09eb-4bc0-b587-9b79d9192239,DAILY,,,Asia/Calcutta,15:57,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/973cf251-a662-4ea2-83b2-d7074ff50dc1/refresh-schedule/0183f52a-09eb-4bc0-b587-9b79d9192239,2023-09-11 16:00:10.457000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/978f55e9-8bc0-4fff-bcee-1b2f7f4a047b,978f55e9-8bc0-4fff-bcee-1b2f7f4a047b,Paying Users Retention part1 - Redshift,2023-03-10 07:47:26.784000+00:00,2023-09-11 04:05:27.828000+00:00,SPICE,False,False,Paying Users Retention part1 - Redshift,d4b5cdb1-a8ff-4260-9719-57594efda132,DAILY,,,Asia/Calcutta,09:31,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/978f55e9-8bc0-4fff-bcee-1b2f7f4a047b/refresh-schedule/d4b5cdb1-a8ff-4260-9719-57594efda132,2023-09-11 09:35:27.828000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/97e52066-c061-41ca-884d-518f7effa9d7,97e52066-c061-41ca-884d-518f7effa9d7,otp_login_info_redshift,2023-02-01 13:32:57.075000+00:00,2023-09-11 04:21:13.406000+00:00,SPICE,False,False,otp_login_info_redshift,1b77907d-69d0-425d-b660-f0078a8b4c57,WEEKLY,MONDAY,,Asia/Calcutta,09:45,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/97e52066-c061-41ca-884d-518f7effa9d7/refresh-schedule/1b77907d-69d0-425d-b660-f0078a8b4c57,2023-09-11 09:51:13.406000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/97e52066-c061-41ca-884d-518f7effa9d7,97e52066-c061-41ca-884d-518f7effa9d7,otp_login_info_redshift,2023-02-01 13:32:57.075000+00:00,2023-09-11 04:21:13.406000+00:00,SPICE,False,False,otp_login_info_redshift,ac018686-ceea-4ad0-b91f-fc7692af21e4,WEEKLY,THURSDAY,,Asia/Calcutta,09:45,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/97e52066-c061-41ca-884d-518f7effa9d7/refresh-schedule/ac018686-ceea-4ad0-b91f-fc7692af21e4,2023-09-11 09:51:13.406000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/98292fb7-696b-447b-8de7-f06834789142,98292fb7-696b-447b-8de7-f06834789142,Novels Tiering Analysis Real Time,2023-06-23 04:35:36.259000+00:00,2023-09-11 11:40:59.823000+00:00,SPICE,False,False,Novels Tiering Analysis Real Time,76609962-8c8f-4a1c-8d78-a5340d5e8c0a,DAILY,,,Asia/Calcutta,16:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/98292fb7-696b-447b-8de7-f06834789142/refresh-schedule/76609962-8c8f-4a1c-8d78-a5340d5e8c0a,2023-09-11 17:10:59.823000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/983303f0-3d57-4529-8b4a-63af55327e70,983303f0-3d57-4529-8b4a-63af55327e70,AB Testing Engagment Weekly Ldau and Active Shows [redshift],2023-05-05 12:51:46.842000+00:00,2023-09-11 11:29:42.497000+00:00,SPICE,False,False,AB Testing Engagment Weekly Ldau and Active Shows [redshift],867c52fb-b34c-41a8-ab84-960b756e558a,DAILY,,,Asia/Calcutta,16:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/983303f0-3d57-4529-8b4a-63af55327e70/refresh-schedule/867c52fb-b34c-41a8-ab84-960b756e558a,2023-09-11 16:59:42.497000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/98733d19-7920-446b-89e5-220a210402fd,98733d19-7920-446b-89e5-220a210402fd,redshift_transaction_platform,2023-03-28 20:34:45.567000+00:00,2023-09-11 06:37:57.065000+00:00,SPICE,False,False,redshift_transaction_platform,db278453-c363-42b3-a374-8772a9fd0f9b,DAILY,,,Asia/Calcutta,12:05,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/98733d19-7920-446b-89e5-220a210402fd/refresh-schedule/db278453-c363-42b3-a374-8772a9fd0f9b,2023-09-11 12:07:57.065000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9877059a-bbe3-4b80-9342-41af3a8275aa,9877059a-bbe3-4b80-9342-41af3a8275aa,Comments_data_query,2023-06-23 12:55:39.125000+00:00,2023-09-09 17:30:59.504000+00:00,SPICE,False,False,Comments_data_query,d2f83e51-70d0-4d3b-b0eb-7ec8395f7ff9,WEEKLY,SATURDAY,,Asia/Calcutta,23:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9877059a-bbe3-4b80-9342-41af3a8275aa/refresh-schedule/d2f83e51-70d0-4d3b-b0eb-7ec8395f7ff9,2023-09-09 23:00:59.504000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/989eb334-ade6-4338-a706-358241a961dc,989eb334-ade6-4338-a706-358241a961dc,Stories Count on Shows - Redshift,2023-05-10 12:17:23.721000+00:00,2023-09-09 09:32:34.233000+00:00,SPICE,False,False,Stories Count on Shows - Redshift,2cb8e412-ddb9-4fbc-9c81-178baa8452c1,WEEKLY,SATURDAY,,Asia/Calcutta,15:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/989eb334-ade6-4338-a706-358241a961dc/refresh-schedule/2cb8e412-ddb9-4fbc-9c81-178baa8452c1,2023-09-09 15:02:34.233000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/98e7a6ba-1447-4847-a061-663667c0799f,98e7a6ba-1447-4847-a061-663667c0799f,Coin Buying vs Spending Weekly Redshift,2023-04-25 08:44:14.881000+00:00,2023-09-11 05:16:53.148000+00:00,SPICE,False,False,Coin Buying vs Spending Weekly Redshift,2b2a3b09-87c6-40fe-b88c-93b787bfa1c5,WEEKLY,MONDAY,,Asia/Calcutta,10:30,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/98e7a6ba-1447-4847-a061-663667c0799f/refresh-schedule/2b2a3b09-87c6-40fe-b88c-93b787bfa1c5,2023-09-11 10:46:53.148000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9a553047-660d-42d3-a155-28c3d2f41250,9a553047-660d-42d3-a155-28c3d2f41250,Plan wise Revenue,2023-05-23 07:18:14.128000+00:00,2023-09-11 06:01:47.719000+00:00,SPICE,False,False,Plan wise Revenue,6377cf99-2f0d-41d9-910e-58cb50fb6c49,DAILY,,,Asia/Calcutta,11:30,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9a553047-660d-42d3-a155-28c3d2f41250/refresh-schedule/6377cf99-2f0d-41d9-910e-58cb50fb6c49,2023-09-11 11:31:47.719000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9a728a46-acbe-44c5-a637-11bed7e6c96d,9a728a46-acbe-44c5-a637-11bed7e6c96d,weekly_comparison_fast_pass - Redshift,2023-03-22 11:54:34.878000+00:00,2023-09-11 04:39:10.469000+00:00,SPICE,False,False,weekly_comparison_fast_pass - Redshift,9866298c-8aa9-4316-ad7c-d4ce51b48805,DAILY,,,Asia/Calcutta,10:09,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9a728a46-acbe-44c5-a637-11bed7e6c96d/refresh-schedule/9866298c-8aa9-4316-ad7c-d4ce51b48805,2023-09-11 10:09:10.469000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9abcca22-d5c5-4bcc-b450-6b759f180ae3,9abcca22-d5c5-4bcc-b450-6b759f180ae3,WBP Payment Consolidated Redshift,2023-04-25 17:15:27.108000+00:00,2023-09-11 06:30:44.719000+00:00,SPICE,False,False,WBP Payment Consolidated Redshift,f0085f7a-c4b8-439f-a2e4-3f46ed5c2861,DAILY,,,Asia/Calcutta,12:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9abcca22-d5c5-4bcc-b450-6b759f180ae3/refresh-schedule/f0085f7a-c4b8-439f-a2e4-3f46ed5c2861,2023-09-11 12:00:44.719000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9b4615fa-fd1d-42c0-9911-1dc58bd318f6,9b4615fa-fd1d-42c0-9911-1dc58bd318f6,date_wise_revenue_schedule_episodes - Redshift,2023-03-22 11:52:53.641000+00:00,2023-09-11 10:48:14.098000+00:00,SPICE,False,False,date_wise_revenue_schedule_episodes - Redshift,a39438aa-d581-462c-9dc4-2621c17bf0f0,DAILY,,,Asia/Calcutta,15:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9b4615fa-fd1d-42c0-9911-1dc58bd318f6/refresh-schedule/a39438aa-d581-462c-9dc4-2621c17bf0f0,2023-09-11 16:18:14.098000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9b4615fa-fd1d-42c0-9911-1dc58bd318f6,9b4615fa-fd1d-42c0-9911-1dc58bd318f6,date_wise_revenue_schedule_episodes - Redshift,2023-03-22 11:52:53.641000+00:00,2023-09-11 10:48:14.098000+00:00,SPICE,False,False,date_wise_revenue_schedule_episodes - Redshift,d6f91ee4-0af4-46cb-93fb-71157b99ef1f,DAILY,,,Asia/Calcutta,16:15,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9b4615fa-fd1d-42c0-9911-1dc58bd318f6/refresh-schedule/d6f91ee4-0af4-46cb-93fb-71157b99ef1f,2023-09-11 16:18:14.098000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9b6a9403-8c6e-4f4b-aff2-e0dabdc067c9,9b6a9403-8c6e-4f4b-aff2-e0dabdc067c9,Show revenue 30 days,2023-08-01 09:38:57.406000+00:00,2023-09-11 10:31:21.744000+00:00,SPICE,False,False,Show revenue 30 days,a254fac3-cb09-4e25-80b5-6d7fc69107f7,DAILY,,,Asia/Calcutta,14:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9b6a9403-8c6e-4f4b-aff2-e0dabdc067c9/refresh-schedule/a254fac3-cb09-4e25-80b5-6d7fc69107f7,2023-09-11 16:01:21.744000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9b8b955c-ea32-4fef-9ce1-bf4866a92620,9b8b955c-ea32-4fef-9ce1-bf4866a92620,web campaign performance (when button clicked),2023-07-07 09:56:57.331000+00:00,2023-09-11 07:43:23.981000+00:00,SPICE,False,False,web campaign performance (when button clicked),e754eba3-8017-40ec-988c-50d86c4fcfd8,DAILY,,,Asia/Calcutta,11:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9b8b955c-ea32-4fef-9ce1-bf4866a92620/refresh-schedule/e754eba3-8017-40ec-988c-50d86c4fcfd8,2023-09-11 13:13:23.981000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9bccc400-41d6-421b-af7c-4486c74b4d5b,9bccc400-41d6-421b-af7c-4486c74b4d5b,auto_play_ad_tracking_v1_redshift,2023-05-03 10:31:01.441000+00:00,2023-09-10 12:03:02.200000+00:00,SPICE,False,False,auto_play_ad_tracking_v1_redshift,fc614516-00f6-4af3-99f8-70550680daba,WEEKLY,SUNDAY,,Asia/Calcutta,17:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9bccc400-41d6-421b-af7c-4486c74b4d5b/refresh-schedule/fc614516-00f6-4af3-99f8-70550680daba,2023-09-10 17:33:02.200000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9c1368aa-5cd6-4b6f-a11b-edeeecc123ee,9c1368aa-5cd6-4b6f-a11b-edeeecc123ee,Shows' Revenue Aggregated Last 30 days_RedShift,2023-03-03 08:15:32.845000+00:00,2023-09-11 09:50:31.314000+00:00,SPICE,False,False,Shows' Revenue Aggregated Last 30 days_RedShift,851ee526-7fb4-4393-bdbb-5dfb32122086,DAILY,,,Asia/Calcutta,14:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9c1368aa-5cd6-4b6f-a11b-edeeecc123ee/refresh-schedule/851ee526-7fb4-4393-bdbb-5dfb32122086,2023-09-11 15:20:31.314000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9d072c6e-6b73-421d-9fe0-3fad6640cdc1,9d072c6e-6b73-421d-9fe0-3fad6640cdc1,Rewarded Video ads experiments Retention - Redshift,2023-01-31 09:28:57.880000+00:00,2023-09-10 09:42:35.242000+00:00,SPICE,False,False,Rewarded Video ads experiments Retention - Redshift,e033b706-3208-4e31-a918-32e449f74769,WEEKLY,SUNDAY,,Asia/Calcutta,14:30,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9d072c6e-6b73-421d-9fe0-3fad6640cdc1/refresh-schedule/e033b706-3208-4e31-a918-32e449f74769,2023-09-10 15:12:35.242000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9d719b7d-8256-4e76-97a0-732fb6b3b41a,9d719b7d-8256-4e76-97a0-732fb6b3b41a,30 Day Cohort Wise Book Performance Redshift,2023-04-16 14:33:54.342000+00:00,2023-09-11 04:59:12.986000+00:00,SPICE,False,False,30 Day Cohort Wise Book Performance Redshift,7b941c39-df2d-41b0-873a-264032330bac,WEEKLY,MONDAY,,Asia/Calcutta,10:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9d719b7d-8256-4e76-97a0-732fb6b3b41a/refresh-schedule/7b941c39-df2d-41b0-873a-264032330bac,2023-09-11 10:29:12.986000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9e0caf29-38bd-4f56-8b1f-cfe3b18fa5d3,9e0caf29-38bd-4f56-8b1f-cfe3b18fa5d3,Show_aging_dataset,2023-08-02 14:26:37.989000+00:00,2023-09-11 06:32:26.521000+00:00,SPICE,False,False,Show_aging_dataset,c1abcd79-0a25-4de8-b46c-206b90cc441e,DAILY,,,Asia/Calcutta,12:01,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9e0caf29-38bd-4f56-8b1f-cfe3b18fa5d3/refresh-schedule/c1abcd79-0a25-4de8-b46c-206b90cc441e,2023-09-11 12:02:26.521000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9e37939d-1b17-465f-bfea-be010c642597,9e37939d-1b17-465f-bfea-be010c642597,Campaign Experiments Sanity,2023-06-14 07:04:26.122000+00:00,2023-09-11 06:10:52.821000+00:00,SPICE,False,False,Campaign Experiments Sanity,e45d55ec-b171-433e-b4b1-f1c12cc6de18,DAILY,,,Asia/Calcutta,10:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9e37939d-1b17-465f-bfea-be010c642597/refresh-schedule/e45d55ec-b171-433e-b4b1-f1c12cc6de18,2023-09-11 11:40:52.821000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9fddd23c-417c-42e9-b5c9-55a5c13ff145,9fddd23c-417c-42e9-b5c9-55a5c13ff145,rdau Eng <30k,2023-03-15 08:53:30.691000+00:00,2023-09-11 10:32:57.594000+00:00,SPICE,False,False,rdau Eng <30k,24208ad7-bfc2-4c5f-b161-0e41dc358bf3,DAILY,,,Asia/Calcutta,15:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9fddd23c-417c-42e9-b5c9-55a5c13ff145/refresh-schedule/24208ad7-bfc2-4c5f-b161-0e41dc358bf3,2023-09-11 16:02:57.594000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9ff80cf5-7730-4a62-bf16-932de9f6abdc,9ff80cf5-7730-4a62-bf16-932de9f6abdc,Novels Data Issues - Author Visibility Redshift,2023-04-09 17:50:11.206000+00:00,2023-09-11 09:29:53.566000+00:00,SPICE,False,False,Novels Data Issues - Author Visibility Redshift,a300894b-2150-4b0e-be6a-c99b1d82ef48,DAILY,,,Asia/Calcutta,14:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/9ff80cf5-7730-4a62-bf16-932de9f6abdc/refresh-schedule/a300894b-2150-4b0e-be6a-c99b1d82ef48,2023-09-11 14:59:53.566000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/a048a04a-a33e-4d0d-bd82-d601d427be41,a048a04a-a33e-4d0d-bd82-d601d427be41,Paying Users wrt Engagement  Novel Redshift,2023-01-11 09:37:54.104000+00:00,2023-09-04 12:37:36.415000+00:00,SPICE,False,False,Paying Users wrt Engagement  Novel Redshift,48a546bc-102d-4113-8e33-50cfefcb081c,WEEKLY,MONDAY,,Asia/Calcutta,18:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/a048a04a-a33e-4d0d-bd82-d601d427be41/refresh-schedule/48a546bc-102d-4113-8e33-50cfefcb081c,2023-09-04 18:07:36.415000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/a07eb76a-e051-4793-b7bf-5edd798302d8,a07eb76a-e051-4793-b7bf-5edd798302d8,Weekly Paying Users Retention on Trnx Date Cohort - Redshift,2023-03-15 07:36:20.766000+00:00,2023-09-11 06:28:46.058000+00:00,SPICE,False,False,Weekly Paying Users Retention on Trnx Date Cohort - Redshift,03768111-b055-44d4-8c92-22042510aa01,WEEKLY,MONDAY,,Asia/Calcutta,11:52,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/a07eb76a-e051-4793-b7bf-5edd798302d8/refresh-schedule/03768111-b055-44d4-8c92-22042510aa01,2023-09-11 11:58:46.058000+00:00
