Arn_x,DataSetId,Name,CreatedTime,LastUpdatedTime,ImportMode,RowLevelPermissionTagConfigurationApplied,ColumnLevelPermissionRulesApplied,DataSetName,ScheduleId,Interval,DayOfWeek,DayOfMonth,Timezone,TimeOfTheDay,RefreshType,Arn_y,LastUpdatedTime_IST
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/45c61e10-ecb9-41ed-8836-6545d0bad092,45c61e10-ecb9-41ed-8836-6545d0bad092,New Users LDAU (Novel) Redshift,2023-04-20 20:32:26.456000+00:00,2023-09-11 11:32:37.412000+00:00,SPICE,False,False,New Users LDAU (Novel) Redshift,3bcb6e06-5b16-49cb-9a56-752a29939f9a,DAILY,,,Asia/Calcutta,17:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/45c61e10-ecb9-41ed-8836-6545d0bad092/refresh-schedule/3bcb6e06-5b16-49cb-9a56-752a29939f9a,2023-09-11 17:02:37.412000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/46e24fe0-37f2-4e59-b4f5-1fe3fcf5ae21,46e24fe0-37f2-4e59-b4f5-1fe3fcf5ae21,website login funnel redshift,2023-05-18 22:25:25.096000+00:00,2023-09-11 10:46:17.636000+00:00,SPICE,False,False,website login funnel redshift,886ae05d-ddcc-46bc-bf31-edc8410e975a,DAILY,,,Asia/Calcutta,15:19,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/46e24fe0-37f2-4e59-b4f5-1fe3fcf5ae21/refresh-schedule/886ae05d-ddcc-46bc-bf31-edc8410e975a,2023-09-11 16:16:17.636000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/473218d8-2ff0-4450-bab5-cb4edfc39373,473218d8-2ff0-4450-bab5-cb4edfc39373,WBP Approval Analytics v2 Redshift,2023-03-27 09:19:43.856000+00:00,2023-09-11 07:33:12.861000+00:00,SPICE,False,False,WBP Approval Analytics v2 Redshift,c25505f4-b975-4efa-80f5-f6aa6a1e8abc,DAILY,,,Asia/Calcutta,12:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/473218d8-2ff0-4450-bab5-cb4edfc39373/refresh-schedule/c25505f4-b975-4efa-80f5-f6aa6a1e8abc,2023-09-11 13:03:12.861000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4747c93b-c947-4e96-91e2-753b8e991bc4,4747c93b-c947-4e96-91e2-753b8e991bc4,Novels Monthly Retention - Redshift,2023-02-10 05:22:12.963000+00:00,2023-09-11 08:38:46.077000+00:00,SPICE,False,False,Novels Monthly Retention - Redshift,14035288-8bf1-40be-8e17-832b9ae19f54,DAILY,,,Asia/Calcutta,13:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4747c93b-c947-4e96-91e2-753b8e991bc4/refresh-schedule/14035288-8bf1-40be-8e17-832b9ae19f54,2023-09-11 14:08:46.077000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/477d3f19-257d-4d84-a512-24d418bc1688,477d3f19-257d-4d84-a512-24d418bc1688,Book Exit- English US redshift,2023-03-28 16:13:36.190000+00:00,2023-09-11 08:30:28.659000+00:00,SPICE,False,False,Book Exit- English US redshift,406cd31d-4d86-447f-bfda-238210665fe2,DAILY,,,Asia/Calcutta,13:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/477d3f19-257d-4d84-a512-24d418bc1688/refresh-schedule/406cd31d-4d86-447f-bfda-238210665fe2,2023-09-11 14:00:28.659000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4852a704-ea02-4bfb-9bf7-13f073877258,4852a704-ea02-4bfb-9bf7-13f073877258,incent campaigns details info - Redshift,2023-05-08 05:36:16.445000+00:00,2023-09-11 06:56:16.107000+00:00,SPICE,False,False,incent campaigns details info - Redshift,96ef271a-d36a-456f-9465-95f0c533cff0,DAILY,,,Asia/Calcutta,12:12,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4852a704-ea02-4bfb-9bf7-13f073877258/refresh-schedule/96ef271a-d36a-456f-9465-95f0c533cff0,2023-09-11 12:26:16.107000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/48a5b052-30a2-4f01-b767-321d3a31e30f,48a5b052-30a2-4f01-b767-321d3a31e30f,Novels Performance Redshift,2023-03-31 13:48:44.443000+00:00,2023-09-11 06:06:23.568000+00:00,SPICE,False,False,Novels Performance Redshift,a80e8bff-3cee-4858-b132-29abcec47831,DAILY,,,Asia/Calcutta,11:20,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/48a5b052-30a2-4f01-b767-321d3a31e30f/refresh-schedule/a80e8bff-3cee-4858-b132-29abcec47831,2023-09-11 11:36:23.568000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/49129815-56bc-4713-8673-e64f6e20b6ee,49129815-56bc-4713-8673-e64f6e20b6ee,Book PnL Redshift,2023-04-27 12:36:58.386000+00:00,2023-09-11 11:41:22.264000+00:00,SPICE,False,False,Book PnL Redshift,ac9cb7b3-c45a-413a-9fc1-514d14c4a987,DAILY,,,Asia/Calcutta,16:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/49129815-56bc-4713-8673-e64f6e20b6ee/refresh-schedule/ac9cb7b3-c45a-413a-9fc1-514d14c4a987,2023-09-11 17:11:22.264000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4a812c14-33d8-485e-a49d-8f3f911544c6,4a812c14-33d8-485e-a49d-8f3f911544c6,Higher Incentive Exp Allocated week Novels,2023-06-18 06:08:00.794000+00:00,2023-09-11 11:40:01.392000+00:00,SPICE,False,False,Higher Incentive Exp Allocated week Novels,cf9865ec-e59f-4a11-802a-2bfc2d81653d,DAILY,,,Asia/Calcutta,16:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4a812c14-33d8-485e-a49d-8f3f911544c6/refresh-schedule/cf9865ec-e59f-4a11-802a-2bfc2d81653d,2023-09-11 17:10:01.392000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4ae2ae26-e50a-4dd1-83ad-f631c62fdb56,4ae2ae26-e50a-4dd1-83ad-f631c62fdb56,WAU and week on week retention,2023-08-22 08:30:28.077000+00:00,2023-09-11 10:38:40.341000+00:00,SPICE,False,False,WAU and week on week retention,eef8ef0b-fb90-40e5-ac0c-42f2de18fe80,WEEKLY,MONDAY,,Asia/Calcutta,14:37,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4ae2ae26-e50a-4dd1-83ad-f631c62fdb56/refresh-schedule/eef8ef0b-fb90-40e5-ac0c-42f2de18fe80,2023-09-11 16:08:40.341000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4b84e339-97e3-4a5a-9d90-63767849575f,4b84e339-97e3-4a5a-9d90-63767849575f,Return Exp Engagement Metrics Automated,2023-08-29 08:11:57.929000+00:00,2023-09-11 10:24:07.020000+00:00,SPICE,False,False,Return Exp Engagement Metrics Automated,d7586819-a154-4ce3-b360-ab5ea1201540,DAILY,,,Asia/Calcutta,14:34,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4b84e339-97e3-4a5a-9d90-63767849575f/refresh-schedule/d7586819-a154-4ce3-b360-ab5ea1201540,2023-09-11 15:54:07.020000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4b87d421-761a-4dad-a08a-8abdb0d3af3e,4b87d421-761a-4dad-a08a-8abdb0d3af3e,show wise data weekly_RedShift,2023-03-24 07:05:04.756000+00:00,2023-09-11 08:47:34.149000+00:00,SPICE,False,False,show wise data weekly_RedShift,18a0c3bf-8990-48da-9d48-de0af1b4ddf3,WEEKLY,MONDAY,,Asia/Calcutta,13:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4b87d421-761a-4dad-a08a-8abdb0d3af3e/refresh-schedule/18a0c3bf-8990-48da-9d48-de0af1b4ddf3,2023-09-11 14:17:34.149000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4ba5a5f6-4fdb-48dd-8fa9-15d4a1b516c7,4ba5a5f6-4fdb-48dd-8fa9-15d4a1b516c7,Booster Pack Experiment overall,2023-08-17 07:10:31.194000+00:00,2023-09-11 09:12:30.544000+00:00,SPICE,False,False,Booster Pack Experiment overall,84ba1d5b-9819-470c-8659-c6a2a02c93e2,DAILY,,,Asia/Calcutta,14:33,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4ba5a5f6-4fdb-48dd-8fa9-15d4a1b516c7/refresh-schedule/84ba1d5b-9819-470c-8659-c6a2a02c93e2,2023-09-11 14:42:30.544000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4cf3eaa2-4ed2-4e2d-8c7d-f32532d02109,4cf3eaa2-4ed2-4e2d-8c7d-f32532d02109,Novels Low Reads Redshift,2023-04-19 16:14:54.925000+00:00,2023-09-11 07:33:07.346000+00:00,SPICE,False,False,Novels Low Reads Redshift,abc2ef35-f642-497d-8d5e-3f46c7f2cdc7,DAILY,,,Asia/Calcutta,13:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4cf3eaa2-4ed2-4e2d-8c7d-f32532d02109/refresh-schedule/abc2ef35-f642-497d-8d5e-3f46c7f2cdc7,2023-09-11 13:03:07.346000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4d3f23b9-d24a-4883-9967-8735ce6d3464,4d3f23b9-d24a-4883-9967-8735ce6d3464,Novels Installs Paying Users Classification Redshift,2023-04-13 10:40:56.191000+00:00,2023-09-11 04:45:55.357000+00:00,SPICE,False,False,Novels Installs Paying Users Classification Redshift,0c233e48-c630-41b6-9ff6-0f332e73fcec,WEEKLY,MONDAY,,Asia/Calcutta,09:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4d3f23b9-d24a-4883-9967-8735ce6d3464/refresh-schedule/0c233e48-c630-41b6-9ff6-0f332e73fcec,2023-09-11 10:15:55.357000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4d713f4a-4662-4b73-aa02-3c64a8bc54e5,4d713f4a-4662-4b73-aa02-3c64a8bc54e5,Installs to show wise spends,2023-07-31 06:40:42.930000+00:00,2023-09-11 06:27:19.274000+00:00,SPICE,False,False,Installs to show wise spends,2df35c21-f156-4d0a-a646-7bb106bd3427,DAILY,,,Asia/Calcutta,10:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4d713f4a-4662-4b73-aa02-3c64a8bc54e5/refresh-schedule/2df35c21-f156-4d0a-a646-7bb106bd3427,2023-09-11 11:57:19.274000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4d8bd0cc-95d7-43ee-8767-2f0dc230d94c,4d8bd0cc-95d7-43ee-8767-2f0dc230d94c,Ads Daily Impressions,2023-06-02 07:58:22.408000+00:00,2023-09-10 11:32:00.561000+00:00,SPICE,False,False,Ads Daily Impressions,91585981-a13a-4f64-8f49-58063caba72c,WEEKLY,WEDNESDAY,,Asia/Calcutta,16:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4d8bd0cc-95d7-43ee-8767-2f0dc230d94c/refresh-schedule/91585981-a13a-4f64-8f49-58063caba72c,2023-09-10 17:02:00.561000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4d8bd0cc-95d7-43ee-8767-2f0dc230d94c,4d8bd0cc-95d7-43ee-8767-2f0dc230d94c,Ads Daily Impressions,2023-06-02 07:58:22.408000+00:00,2023-09-10 11:32:00.561000+00:00,SPICE,False,False,Ads Daily Impressions,ce076228-60f3-4ac7-92d6-cd30faa57756,WEEKLY,SUNDAY,,Asia/Calcutta,16:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4d8bd0cc-95d7-43ee-8767-2f0dc230d94c/refresh-schedule/ce076228-60f3-4ac7-92d6-cd30faa57756,2023-09-10 17:02:00.561000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4e1b71da-cbb6-4bbe-9f87-b2afb42d8ddf,4e1b71da-cbb6-4bbe-9f87-b2afb42d8ddf,Books retention normalized,2023-06-08 18:00:19.753000+00:00,2023-09-11 08:43:43.070000+00:00,SPICE,False,False,Books retention normalized,d1e050f2-ea7c-49e9-a2f3-11ba9c60cbe2,DAILY,,,Asia/Calcutta,13:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4e1b71da-cbb6-4bbe-9f87-b2afb42d8ddf/refresh-schedule/d1e050f2-ea7c-49e9-a2f3-11ba9c60cbe2,2023-09-11 14:13:43.070000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4e41813e-0bcb-41ba-916a-def50c56a90d,4e41813e-0bcb-41ba-916a-def50c56a90d,Website payments funnel - Redshift,2023-04-13 11:27:31.940000+00:00,2023-09-11 05:40:36.383000+00:00,SPICE,False,False,Website payments funnel - Redshift,71c7d9e2-55ca-4b3c-bf01-a3b6ef8ba988,DAILY,,,Asia/Calcutta,11:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4e41813e-0bcb-41ba-916a-def50c56a90d/refresh-schedule/71c7d9e2-55ca-4b3c-bf01-a3b6ef8ba988,2023-09-11 11:10:36.383000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4e519807-fea6-4c35-a93a-3a2dc3b4ab9e,4e519807-fea6-4c35-a93a-3a2dc3b4ab9e,WBP Reader Retention Weekly Redshift,2023-03-21 06:25:14.445000+00:00,2023-09-11 08:21:29.607000+00:00,SPICE,False,False,WBP Reader Retention Weekly Redshift,a4570b92-6413-45e7-92c8-d2dbf93cdfd7,DAILY,,,Asia/Calcutta,12:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4e519807-fea6-4c35-a93a-3a2dc3b4ab9e/refresh-schedule/a4570b92-6413-45e7-92c8-d2dbf93cdfd7,2023-09-11 13:51:29.607000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4ee93365-f5cd-4b4d-a4ed-d48fc2bc5e96,4ee93365-f5cd-4b4d-a4ed-d48fc2bc5e96,DS-PRODUCT-METRICS,2023-08-20 22:34:05.763000+00:00,2023-09-11 10:51:47.482000+00:00,SPICE,False,False,DS-PRODUCT-METRICS,b00517cf-fd3b-4148-aa2e-6e79c5a65815,DAILY,,,Asia/Calcutta,15:30,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4ee93365-f5cd-4b4d-a4ed-d48fc2bc5e96/refresh-schedule/b00517cf-fd3b-4148-aa2e-6e79c5a65815,2023-09-11 16:21:47.482000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4f22a9db-563a-47ad-8705-3460b75aaf62,4f22a9db-563a-47ad-8705-3460b75aaf62,Pocket Top 50 English Book Redshift,2023-03-28 15:51:53.241000+00:00,2023-09-10 12:38:55.709000+00:00,SPICE,False,False,Pocket Top 50 English Book Redshift,8863bcf7-67ff-4151-87dd-7b6c34ab7622,DAILY,,,Asia/Calcutta,17:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4f22a9db-563a-47ad-8705-3460b75aaf62/refresh-schedule/8863bcf7-67ff-4151-87dd-7b6c34ab7622,2023-09-10 18:08:55.709000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4f8843bc-8688-4249-b943-94c8829964fe,4f8843bc-8688-4249-b943-94c8829964fe,Median Spend Churn return Novels v2,2023-04-26 12:39:02.913000+00:00,2023-09-11 11:37:44.537000+00:00,SPICE,False,False,Median Spend Churn return Novels v2,5fdccc0a-b3c5-471d-8668-052f47fd0a64,WEEKLY,MONDAY,,Asia/Calcutta,16:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4f8843bc-8688-4249-b943-94c8829964fe/refresh-schedule/5fdccc0a-b3c5-471d-8668-052f47fd0a64,2023-09-11 17:07:44.537000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4f9946f2-5a39-442f-8cf7-3446dbbf7cf4,4f9946f2-5a39-442f-8cf7-3446dbbf7cf4,Novels Revenue Trend (New) Redshift,2023-04-13 18:04:15.308000+00:00,2023-09-11 11:45:17.557000+00:00,SPICE,False,False,Novels Revenue Trend (New) Redshift,6046f2d8-3630-4b08-8067-a1fb134b6a7f,DAILY,,,Asia/Calcutta,10:20,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4f9946f2-5a39-442f-8cf7-3446dbbf7cf4/refresh-schedule/6046f2d8-3630-4b08-8067-a1fb134b6a7f,2023-09-11 17:15:17.557000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4f9946f2-5a39-442f-8cf7-3446dbbf7cf4,4f9946f2-5a39-442f-8cf7-3446dbbf7cf4,Novels Revenue Trend (New) Redshift,2023-04-13 18:04:15.308000+00:00,2023-09-11 11:45:17.557000+00:00,SPICE,False,False,Novels Revenue Trend (New) Redshift,f1c01353-8270-423a-85ea-b5448be4a543,DAILY,,,Asia/Calcutta,17:10,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4f9946f2-5a39-442f-8cf7-3446dbbf7cf4/refresh-schedule/f1c01353-8270-423a-85ea-b5448be4a543,2023-09-11 17:15:17.557000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4fbe06ff-99e7-4f10-8a57-8651e496c7f2,4fbe06ff-99e7-4f10-8a57-8651e496c7f2,show_script_dataset,2023-08-08 09:00:03.698000+00:00,2023-09-11 06:31:05.550000+00:00,SPICE,False,False,show_script_dataset,745f8b94-a200-4150-ad6e-41cffbecfdd2,DAILY,,,Asia/Calcutta,12:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4fbe06ff-99e7-4f10-8a57-8651e496c7f2/refresh-schedule/745f8b94-a200-4150-ad6e-41cffbecfdd2,2023-09-11 12:01:05.550000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/52292e9f-ab71-49e8-8c09-6d9d966599dd,52292e9f-ab71-49e8-8c09-6d9d966599dd,Experiment Content - Redshift Updated New,2023-05-30 12:38:56.754000+00:00,2023-09-11 07:09:46.231000+00:00,SPICE,False,False,Experiment Content - Redshift Updated New,f8e0e55e-67ae-49ef-8546-18eda4ffde34,DAILY,,,Asia/Calcutta,10:39,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/52292e9f-ab71-49e8-8c09-6d9d966599dd/refresh-schedule/f8e0e55e-67ae-49ef-8546-18eda4ffde34,2023-09-11 12:39:46.231000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/5269ed10-e5ff-4083-bf10-40102bd1a191,5269ed10-e5ff-4083-bf10-40102bd1a191,sub_genre_eng,2023-04-27 10:15:59.840000+00:00,2023-09-11 01:01:39.916000+00:00,SPICE,False,False,sub_genre_eng,4c03dee8-c54e-472c-9921-f0b9f523743f,DAILY,,,Asia/Calcutta,06:30,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/5269ed10-e5ff-4083-bf10-40102bd1a191/refresh-schedule/4c03dee8-c54e-472c-9921-f0b9f523743f,2023-09-11 06:31:39.916000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/5290d9f1-7065-4d58-abf9-a4882a2584ce,5290d9f1-7065-4d58-abf9-a4882a2584ce,yakshini special show ads to revenue redshift,2023-05-03 10:13:58.742000+00:00,2023-09-10 12:25:24.190000+00:00,SPICE,False,False,yakshini special show ads to revenue redshift,eddb4173-a38c-4c9b-9429-cb24dbe10e77,WEEKLY,SUNDAY,,Asia/Calcutta,17:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/5290d9f1-7065-4d58-abf9-a4882a2584ce/refresh-schedule/eddb4173-a38c-4c9b-9429-cb24dbe10e77,2023-09-10 17:55:24.190000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/52a2a0a1-bb21-4dac-a543-c8a50f8fc59c,52a2a0a1-bb21-4dac-a543-c8a50f8fc59c,Novels Rev Share Redshift,2023-05-23 05:41:32.198000+00:00,2023-09-11 09:00:48.698000+00:00,SPICE,False,False,Novels Rev Share Redshift,9c695864-bb21-483b-bb32-0847f4b8cc23,DAILY,,,Asia/Calcutta,13:50,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/52a2a0a1-bb21-4dac-a543-c8a50f8fc59c/refresh-schedule/9c695864-bb21-483b-bb32-0847f4b8cc23,2023-09-11 14:30:48.698000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/52cafe90-8eeb-463c-a7ee-1264786b973e,52cafe90-8eeb-463c-a7ee-1264786b973e,Day wise activations on install cohort,2023-02-13 09:07:23.559000+00:00,2023-09-11 04:56:06.469000+00:00,SPICE,False,False,Day wise activations on install cohort,a80217fe-5478-467a-b7e1-d6f10f702bc6,DAILY,,,Asia/Calcutta,10:22,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/52cafe90-8eeb-463c-a7ee-1264786b973e/refresh-schedule/a80217fe-5478-467a-b7e1-d6f10f702bc6,2023-09-11 10:26:06.469000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/52d310a6-e570-4918-a597-bedb43158f99,52d310a6-e570-4918-a597-bedb43158f99,WBP Drop Off V3 Normalized Retention Trial Books & WBP Books,2023-08-27 07:24:24.792000+00:00,2023-09-11 11:34:21.256000+00:00,SPICE,False,False,WBP Drop Off V3 Normalized Retention Trial Books & WBP Books,e200d580-4ee6-4735-9bac-a0154a1ec222,DAILY,,,Asia/Calcutta,16:35,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/52d310a6-e570-4918-a597-bedb43158f99/refresh-schedule/e200d580-4ee6-4735-9bac-a0154a1ec222,2023-09-11 17:04:21.256000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/5357efd2-8400-4785-9c14-9da24b68572b,5357efd2-8400-4785-9c14-9da24b68572b,ab_testing_engagement [redshift],2023-03-22 14:15:41.879000+00:00,2023-09-11 07:41:42.954000+00:00,SPICE,False,False,ab_testing_engagement [redshift],73e42a27-5d99-4899-b3f3-7a88791dcfd3,DAILY,,,Asia/Calcutta,11:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/5357efd2-8400-4785-9c14-9da24b68572b/refresh-schedule/73e42a27-5d99-4899-b3f3-7a88791dcfd3,2023-09-11 13:11:42.954000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/53b280aa-a4e8-4e36-989f-cf8d8a3cee96,53b280aa-a4e8-4e36-989f-cf8d8a3cee96,email_notification_date_based_cohort,2023-06-29 06:03:45.878000+00:00,2023-09-11 05:01:11.501000+00:00,SPICE,False,False,email_notification_date_based_cohort,e523214f-c94b-429b-8557-cdc00d316abe,DAILY,,,Asia/Calcutta,10:20,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/53b280aa-a4e8-4e36-989f-cf8d8a3cee96/refresh-schedule/e523214f-c94b-429b-8557-cdc00d316abe,2023-09-11 10:31:11.501000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/53d03eb1-337f-4074-a964-754cd61183fa,53d03eb1-337f-4074-a964-754cd61183fa,Moengage Whatsapp cohort event level,2023-08-14 07:57:54.100000+00:00,2023-09-11 05:16:17.597000+00:00,SPICE,False,False,Moengage Whatsapp cohort event level,dda35f73-faa8-4412-bb6e-ba159f16908c,WEEKLY,SUNDAY,,Asia/Calcutta,12:34,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/53d03eb1-337f-4074-a964-754cd61183fa/refresh-schedule/dda35f73-faa8-4412-bb6e-ba159f16908c,2023-09-11 10:46:17.597000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/54c390cd-83fc-44fb-af16-d8f7346352d3,54c390cd-83fc-44fb-af16-d8f7346352d3,New Originals,2023-02-24 15:31:59.923000+00:00,2023-09-11 10:37:41.955000+00:00,SPICE,False,False,New Originals,27af5aa3-71b6-4970-aeac-304ef74b2d76,DAILY,,,Asia/Calcutta,16:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/54c390cd-83fc-44fb-af16-d8f7346352d3/refresh-schedule/27af5aa3-71b6-4970-aeac-304ef74b2d76,2023-09-11 16:07:41.955000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/55345efb-2225-4f21-96f8-847704d4a7a4,55345efb-2225-4f21-96f8-847704d4a7a4,Contest New Conversion Crosstab Novels,2023-05-30 06:49:14.966000+00:00,2023-09-11 10:31:12.471000+00:00,SPICE,False,False,Contest New Conversion Crosstab Novels,c857e8d6-9dd4-4a15-94f7-db1ee9efc740,DAILY,,,Asia/Calcutta,15:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/55345efb-2225-4f21-96f8-847704d4a7a4/refresh-schedule/c857e8d6-9dd4-4a15-94f7-db1ee9efc740,2023-09-11 16:01:12.471000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/554f201d-cd21-4358-b96c-4e539bd0c3b0,554f201d-cd21-4358-b96c-4e539bd0c3b0,Novels Operations 10K+ views Redshift,2023-04-19 16:42:29.377000+00:00,2023-09-11 08:29:31.514000+00:00,SPICE,False,False,Novels Operations 10K+ views Redshift,265dd0a3-1c79-4a76-9b99-649cf9c0ab91,DAILY,,,Asia/Calcutta,13:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/554f201d-cd21-4358-b96c-4e539bd0c3b0/refresh-schedule/265dd0a3-1c79-4a76-9b99-649cf9c0ab91,2023-09-11 13:59:31.514000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/56126f84-edd7-469a-b984-642092c6b918,56126f84-edd7-469a-b984-642092c6b918,Coins Buying vs Spending (Novel) Redshift,2023-03-30 15:14:34.190000+00:00,2023-09-10 12:33:01.307000+00:00,SPICE,False,False,Coins Buying vs Spending (Novel) Redshift,d95621ff-7497-490a-8267-d9c5d6773519,DAILY,,,Asia/Calcutta,17:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/56126f84-edd7-469a-b984-642092c6b918/refresh-schedule/d95621ff-7497-490a-8267-d9c5d6773519,2023-09-10 18:03:01.307000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/56662a44-a04e-4906-8e41-0f8a1ac728c7,56662a44-a04e-4906-8e41-0f8a1ac728c7,AD_tracking_impressions_clicks_reach_redshift,2023-05-03 10:39:28.704000+00:00,2023-09-10 13:50:40.603000+00:00,SPICE,False,False,AD_tracking_impressions_clicks_reach_redshift,640df247-15ac-41d1-bfab-4c3f115f3965,WEEKLY,SUNDAY,,Asia/Calcutta,17:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/56662a44-a04e-4906-8e41-0f8a1ac728c7/refresh-schedule/640df247-15ac-41d1-bfab-4c3f115f3965,2023-09-10 19:20:40.603000+00:00
