DataSetId,DataSetName,ScheduleId,Interval,DayOfWeek,DayOfMonth,Timezone,TimeOfTheDay,RefreshType,Arn
3eae2cf9-c197-48f4-ac7f-11c76439ea7a,Ads Impresssion Daily,c5df9248-ab70-4c7f-acb7-567d75afaa8a,DAILY,,,Asia/Calcutta,11:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/3eae2cf9-c197-48f4-ac7f-11c76439ea7a/refresh-schedule/c5df9248-ab70-4c7f-acb7-567d75afaa8a
3ef7558a-037b-48dc-ad19-32e447563389,Email_verification_moengage_AG,1e3f568f-b28e-4925-b476-6a77d55fd275,DAILY,,,Asia/Calcutta,11:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/3ef7558a-037b-48dc-ad19-32e447563389/refresh-schedule/1e3f568f-b28e-4925-b476-6a77d55fd275
3f099673-d6c9-4333-a158-c7abd117f7ed,Daily Series Module Novel Redshift,dd7df207-5872-4e5a-bfb2-6cbcb4fba6a9,DAILY,,,Asia/Calcutta,18:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/3f099673-d6c9-4333-a158-c7abd117f7ed/refresh-schedule/dd7df207-5872-4e5a-bfb2-6cbcb4fba6a9
3f0b9371-6425-4a02-87f9-46bc366864a5,Contest Leadership,f8992203-203c-4961-a681-be84307e2483,DAILY,,,Asia/Calcutta,16:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/3f0b9371-6425-4a02-87f9-46bc366864a5/refresh-schedule/f8992203-203c-4961-a681-be84307e2483
3fb1324a-6557-462b-8852-fa88a1207f1c,Install cohort wise - rewarded ads segment wise distribution - RS,7ddbf679-9b05-4d05-bbb0-9be5965d7bb7,WEEKLY,SUNDAY,,Asia/Calcutta,14:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/3fb1324a-6557-462b-8852-fa88a1207f1c/refresh-schedule/7ddbf679-9b05-4d05-bbb0-9be5965d7bb7
40104f96-184c-4c34-9653-b0a590e5d66f,Studio Retention Redshift,64ac5759-43b4-4762-9d76-3600f7254b9b,DAILY,,,Asia/Calcutta,17:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/40104f96-184c-4c34-9653-b0a590e5d66f/refresh-schedule/64ac5759-43b4-4762-9d76-3600f7254b9b
4091671e-4c48-4d3e-9294-db2912844c2e,Novel Revenue Share Final Redshift,dbe58d40-7cb8-41cf-85dc-0a7e582e7bf8,DAILY,,,Asia/Calcutta,16:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4091671e-4c48-4d3e-9294-db2912844c2e/refresh-schedule/dbe58d40-7cb8-41cf-85dc-0a7e582e7bf8
41323f48-faae-4ac6-9911-b1b27342b6af,WBP Publish Miss Post Approval Monthly View Redshift,7ae05441-0a8a-4090-9970-487d61f483ff,DAILY,,,Asia/Calcutta,16:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/41323f48-faae-4ac6-9911-b1b27342b6af/refresh-schedule/7ae05441-0a8a-4090-9970-487d61f483ff
4137101b-369c-4616-82a7-524cfeb0182e,vip_tracking,8607299c-3512-4562-a61e-94030395539a,WEEKLY,TUESDAY,,Asia/Kolkata,13:50,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4137101b-369c-4616-82a7-524cfeb0182e/refresh-schedule/8607299c-3512-4562-a61e-94030395539a
4293977e-effc-4f09-845b-93315a0f6fdb,FOR MIS - Day content engagement retention,5c8a0d6b-b6bc-4d70-a376-e4d857060af1,MONTHLY,,1,Asia/Calcutta,11:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4293977e-effc-4f09-845b-93315a0f6fdb/refresh-schedule/5c8a0d6b-b6bc-4d70-a376-e4d857060af1
4344e34a-25a4-4252-b655-bb0dffe512df,Payment Pending and Failure Email,f44592c2-72c8-44e4-aeac-888e2677e764,DAILY,,,Asia/Calcutta,12:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4344e34a-25a4-4252-b655-bb0dffe512df/refresh-schedule/f44592c2-72c8-44e4-aeac-888e2677e764
43d236f0-8a1e-4422-be8e-624d1a80c36f,Editorial - Show-wise Retention,b5fc521f-fa70-4a9f-b236-f0c3834ea52c,DAILY,,,Asia/Calcutta,23:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/43d236f0-8a1e-4422-be8e-624d1a80c36f/refresh-schedule/b5fc521f-fa70-4a9f-b236-f0c3834ea52c
441352a8-30d5-4756-bf06-45a9e033961e,Novels Banner Impact Redshift,4fe0a7e9-686a-4c02-9667-d41f159f524d,DAILY,,,Asia/Calcutta,12:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/441352a8-30d5-4756-bf06-45a9e033961e/refresh-schedule/4fe0a7e9-686a-4c02-9667-d41f159f524d
458716ee-b783-4478-ab33-d81a3225e121,Book Wise Paying Users and Revenue wrt Install Month Redshift,177cb64b-2dab-4e32-a0e8-1a470c92860e,DAILY,,,Asia/Calcutta,17:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/458716ee-b783-4478-ab33-d81a3225e121/refresh-schedule/177cb64b-2dab-4e32-a0e8-1a470c92860e
45c61e10-ecb9-41ed-8836-6545d0bad092,New Users LDAU (Novel) Redshift,3bcb6e06-5b16-49cb-9a56-752a29939f9a,DAILY,,,Asia/Calcutta,17:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/45c61e10-ecb9-41ed-8836-6545d0bad092/refresh-schedule/3bcb6e06-5b16-49cb-9a56-752a29939f9a
46e24fe0-37f2-4e59-b4f5-1fe3fcf5ae21,website login funnel redshift,886ae05d-ddcc-46bc-bf31-edc8410e975a,DAILY,,,Asia/Calcutta,15:19,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/46e24fe0-37f2-4e59-b4f5-1fe3fcf5ae21/refresh-schedule/886ae05d-ddcc-46bc-bf31-edc8410e975a
473218d8-2ff0-4450-bab5-cb4edfc39373,WBP Approval Analytics v2 Redshift,c25505f4-b975-4efa-80f5-f6aa6a1e8abc,DAILY,,,Asia/Calcutta,12:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/473218d8-2ff0-4450-bab5-cb4edfc39373/refresh-schedule/c25505f4-b975-4efa-80f5-f6aa6a1e8abc
4747c93b-c947-4e96-91e2-753b8e991bc4,Novels Monthly Retention - Redshift,14035288-8bf1-40be-8e17-832b9ae19f54,DAILY,,,Asia/Calcutta,13:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4747c93b-c947-4e96-91e2-753b8e991bc4/refresh-schedule/14035288-8bf1-40be-8e17-832b9ae19f54
477d3f19-257d-4d84-a512-24d418bc1688,Book Exit- English US redshift,406cd31d-4d86-447f-bfda-238210665fe2,DAILY,,,Asia/Calcutta,13:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/477d3f19-257d-4d84-a512-24d418bc1688/refresh-schedule/406cd31d-4d86-447f-bfda-238210665fe2
4852a704-ea02-4bfb-9bf7-13f073877258,incent campaigns details info - Redshift,96ef271a-d36a-456f-9465-95f0c533cff0,DAILY,,,Asia/Calcutta,12:12,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4852a704-ea02-4bfb-9bf7-13f073877258/refresh-schedule/96ef271a-d36a-456f-9465-95f0c533cff0
48a5b052-30a2-4f01-b767-321d3a31e30f,Novels Performance Redshift,a80e8bff-3cee-4858-b132-29abcec47831,DAILY,,,Asia/Calcutta,11:20,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/48a5b052-30a2-4f01-b767-321d3a31e30f/refresh-schedule/a80e8bff-3cee-4858-b132-29abcec47831
49129815-56bc-4713-8673-e64f6e20b6ee,Book PnL Redshift,ac9cb7b3-c45a-413a-9fc1-514d14c4a987,DAILY,,,Asia/Calcutta,16:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/49129815-56bc-4713-8673-e64f6e20b6ee/refresh-schedule/ac9cb7b3-c45a-413a-9fc1-514d14c4a987
4a812c14-33d8-485e-a49d-8f3f911544c6,Higher Incentive Exp Allocated week Novels,cf9865ec-e59f-4a11-802a-2bfc2d81653d,DAILY,,,Asia/Calcutta,16:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4a812c14-33d8-485e-a49d-8f3f911544c6/refresh-schedule/cf9865ec-e59f-4a11-802a-2bfc2d81653d
4ae2ae26-e50a-4dd1-83ad-f631c62fdb56,WAU and week on week retention,eef8ef0b-fb90-40e5-ac0c-42f2de18fe80,WEEKLY,MONDAY,,Asia/Calcutta,14:37,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4ae2ae26-e50a-4dd1-83ad-f631c62fdb56/refresh-schedule/eef8ef0b-fb90-40e5-ac0c-42f2de18fe80
4b84e339-97e3-4a5a-9d90-63767849575f,Return Exp Engagement Metrics Automated,d7586819-a154-4ce3-b360-ab5ea1201540,DAILY,,,Asia/Calcutta,14:34,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4b84e339-97e3-4a5a-9d90-63767849575f/refresh-schedule/d7586819-a154-4ce3-b360-ab5ea1201540
4b87d421-761a-4dad-a08a-8abdb0d3af3e,show wise data weekly_RedShift,18a0c3bf-8990-48da-9d48-de0af1b4ddf3,WEEKLY,MONDAY,,Asia/Calcutta,13:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4b87d421-761a-4dad-a08a-8abdb0d3af3e/refresh-schedule/18a0c3bf-8990-48da-9d48-de0af1b4ddf3
4ba5a5f6-4fdb-48dd-8fa9-15d4a1b516c7,Booster Pack Experiment overall,84ba1d5b-9819-470c-8659-c6a2a02c93e2,DAILY,,,Asia/Calcutta,14:33,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4ba5a5f6-4fdb-48dd-8fa9-15d4a1b516c7/refresh-schedule/84ba1d5b-9819-470c-8659-c6a2a02c93e2
4cf3eaa2-4ed2-4e2d-8c7d-f32532d02109,Novels Low Reads Redshift,abc2ef35-f642-497d-8d5e-3f46c7f2cdc7,DAILY,,,Asia/Calcutta,13:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4cf3eaa2-4ed2-4e2d-8c7d-f32532d02109/refresh-schedule/abc2ef35-f642-497d-8d5e-3f46c7f2cdc7
4d3f23b9-d24a-4883-9967-8735ce6d3464,Novels Installs Paying Users Classification Redshift,0c233e48-c630-41b6-9ff6-0f332e73fcec,WEEKLY,MONDAY,,Asia/Calcutta,09:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4d3f23b9-d24a-4883-9967-8735ce6d3464/refresh-schedule/0c233e48-c630-41b6-9ff6-0f332e73fcec
4d713f4a-4662-4b73-aa02-3c64a8bc54e5,Installs to show wise spends,2df35c21-f156-4d0a-a646-7bb106bd3427,DAILY,,,Asia/Calcutta,10:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4d713f4a-4662-4b73-aa02-3c64a8bc54e5/refresh-schedule/2df35c21-f156-4d0a-a646-7bb106bd3427
4d8bd0cc-95d7-43ee-8767-2f0dc230d94c,Ads Daily Impressions,91585981-a13a-4f64-8f49-58063caba72c,WEEKLY,WEDNESDAY,,Asia/Calcutta,16:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4d8bd0cc-95d7-43ee-8767-2f0dc230d94c/refresh-schedule/91585981-a13a-4f64-8f49-58063caba72c
4d8bd0cc-95d7-43ee-8767-2f0dc230d94c,Ads Daily Impressions,ce076228-60f3-4ac7-92d6-cd30faa57756,WEEKLY,SUNDAY,,Asia/Calcutta,16:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4d8bd0cc-95d7-43ee-8767-2f0dc230d94c/refresh-schedule/ce076228-60f3-4ac7-92d6-cd30faa57756
4e1b71da-cbb6-4bbe-9f87-b2afb42d8ddf,Books retention normalized,d1e050f2-ea7c-49e9-a2f3-11ba9c60cbe2,DAILY,,,Asia/Calcutta,13:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4e1b71da-cbb6-4bbe-9f87-b2afb42d8ddf/refresh-schedule/d1e050f2-ea7c-49e9-a2f3-11ba9c60cbe2
4e41813e-0bcb-41ba-916a-def50c56a90d,Website payments funnel - Redshift,71c7d9e2-55ca-4b3c-bf01-a3b6ef8ba988,DAILY,,,Asia/Calcutta,11:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4e41813e-0bcb-41ba-916a-def50c56a90d/refresh-schedule/71c7d9e2-55ca-4b3c-bf01-a3b6ef8ba988
4e519807-fea6-4c35-a93a-3a2dc3b4ab9e,WBP Reader Retention Weekly Redshift,a4570b92-6413-45e7-92c8-d2dbf93cdfd7,DAILY,,,Asia/Calcutta,12:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4e519807-fea6-4c35-a93a-3a2dc3b4ab9e/refresh-schedule/a4570b92-6413-45e7-92c8-d2dbf93cdfd7
4ee93365-f5cd-4b4d-a4ed-d48fc2bc5e96,DS-PRODUCT-METRICS,b00517cf-fd3b-4148-aa2e-6e79c5a65815,DAILY,,,Asia/Calcutta,15:30,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4ee93365-f5cd-4b4d-a4ed-d48fc2bc5e96/refresh-schedule/b00517cf-fd3b-4148-aa2e-6e79c5a65815
4f22a9db-563a-47ad-8705-3460b75aaf62,Pocket Top 50 English Book Redshift,8863bcf7-67ff-4151-87dd-7b6c34ab7622,DAILY,,,Asia/Calcutta,17:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4f22a9db-563a-47ad-8705-3460b75aaf62/refresh-schedule/8863bcf7-67ff-4151-87dd-7b6c34ab7622
4f8843bc-8688-4249-b943-94c8829964fe,Median Spend Churn return Novels v2,5fdccc0a-b3c5-471d-8668-052f47fd0a64,WEEKLY,MONDAY,,Asia/Calcutta,16:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4f8843bc-8688-4249-b943-94c8829964fe/refresh-schedule/5fdccc0a-b3c5-471d-8668-052f47fd0a64
4f9946f2-5a39-442f-8cf7-3446dbbf7cf4,Novels Revenue Trend (New) Redshift,6046f2d8-3630-4b08-8067-a1fb134b6a7f,DAILY,,,Asia/Calcutta,10:20,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4f9946f2-5a39-442f-8cf7-3446dbbf7cf4/refresh-schedule/6046f2d8-3630-4b08-8067-a1fb134b6a7f
4f9946f2-5a39-442f-8cf7-3446dbbf7cf4,Novels Revenue Trend (New) Redshift,f1c01353-8270-423a-85ea-b5448be4a543,DAILY,,,Asia/Calcutta,17:10,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4f9946f2-5a39-442f-8cf7-3446dbbf7cf4/refresh-schedule/f1c01353-8270-423a-85ea-b5448be4a543
4fbe06ff-99e7-4f10-8a57-8651e496c7f2,show_script_dataset,745f8b94-a200-4150-ad6e-41cffbecfdd2,DAILY,,,Asia/Calcutta,12:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/4fbe06ff-99e7-4f10-8a57-8651e496c7f2/refresh-schedule/745f8b94-a200-4150-ad6e-41cffbecfdd2
52292e9f-ab71-49e8-8c09-6d9d966599dd,Experiment Content - Redshift Updated New,f8e0e55e-67ae-49ef-8546-18eda4ffde34,DAILY,,,Asia/Calcutta,10:39,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/52292e9f-ab71-49e8-8c09-6d9d966599dd/refresh-schedule/f8e0e55e-67ae-49ef-8546-18eda4ffde34
5269ed10-e5ff-4083-bf10-40102bd1a191,sub_genre_eng,4c03dee8-c54e-472c-9921-f0b9f523743f,DAILY,,,Asia/Calcutta,06:30,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/5269ed10-e5ff-4083-bf10-40102bd1a191/refresh-schedule/4c03dee8-c54e-472c-9921-f0b9f523743f
5290d9f1-7065-4d58-abf9-a4882a2584ce,yakshini special show ads to revenue redshift,eddb4173-a38c-4c9b-9429-cb24dbe10e77,WEEKLY,SUNDAY,,Asia/Calcutta,17:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/5290d9f1-7065-4d58-abf9-a4882a2584ce/refresh-schedule/eddb4173-a38c-4c9b-9429-cb24dbe10e77
52a2a0a1-bb21-4dac-a543-c8a50f8fc59c,Novels Rev Share Redshift,9c695864-bb21-483b-bb32-0847f4b8cc23,DAILY,,,Asia/Calcutta,13:50,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/52a2a0a1-bb21-4dac-a543-c8a50f8fc59c/refresh-schedule/9c695864-bb21-483b-bb32-0847f4b8cc23
52cafe90-8eeb-463c-a7ee-1264786b973e,Day wise activations on install cohort,a80217fe-5478-467a-b7e1-d6f10f702bc6,DAILY,,,Asia/Calcutta,10:22,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/52cafe90-8eeb-463c-a7ee-1264786b973e/refresh-schedule/a80217fe-5478-467a-b7e1-d6f10f702bc6
52d310a6-e570-4918-a597-bedb43158f99,WBP Drop Off V3 Normalized Retention Trial Books & WBP Books,e200d580-4ee6-4735-9bac-a0154a1ec222,DAILY,,,Asia/Calcutta,16:35,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/52d310a6-e570-4918-a597-bedb43158f99/refresh-schedule/e200d580-4ee6-4735-9bac-a0154a1ec222
5357efd2-8400-4785-9c14-9da24b68572b,ab_testing_engagement [redshift],73e42a27-5d99-4899-b3f3-7a88791dcfd3,DAILY,,,Asia/Calcutta,11:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/5357efd2-8400-4785-9c14-9da24b68572b/refresh-schedule/73e42a27-5d99-4899-b3f3-7a88791dcfd3
53b280aa-a4e8-4e36-989f-cf8d8a3cee96,email_notification_date_based_cohort,e523214f-c94b-429b-8557-cdc00d316abe,DAILY,,,Asia/Calcutta,10:20,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/53b280aa-a4e8-4e36-989f-cf8d8a3cee96/refresh-schedule/e523214f-c94b-429b-8557-cdc00d316abe
53d03eb1-337f-4074-a964-754cd61183fa,Moengage Whatsapp cohort event level,dda35f73-faa8-4412-bb6e-ba159f16908c,WEEKLY,SUNDAY,,Asia/Calcutta,12:34,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/53d03eb1-337f-4074-a964-754cd61183fa/refresh-schedule/dda35f73-faa8-4412-bb6e-ba159f16908c
54c390cd-83fc-44fb-af16-d8f7346352d3,New Originals,27af5aa3-71b6-4970-aeac-304ef74b2d76,DAILY,,,Asia/Calcutta,16:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/54c390cd-83fc-44fb-af16-d8f7346352d3/refresh-schedule/27af5aa3-71b6-4970-aeac-304ef74b2d76
55345efb-2225-4f21-96f8-847704d4a7a4,Contest New Conversion Crosstab Novels,c857e8d6-9dd4-4a15-94f7-db1ee9efc740,DAILY,,,Asia/Calcutta,15:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/55345efb-2225-4f21-96f8-847704d4a7a4/refresh-schedule/c857e8d6-9dd4-4a15-94f7-db1ee9efc740
554f201d-cd21-4358-b96c-4e539bd0c3b0,Novels Operations 10K+ views Redshift,265dd0a3-1c79-4a76-9b99-649cf9c0ab91,DAILY,,,Asia/Calcutta,13:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/554f201d-cd21-4358-b96c-4e539bd0c3b0/refresh-schedule/265dd0a3-1c79-4a76-9b99-649cf9c0ab91
56126f84-edd7-469a-b984-642092c6b918,Coins Buying vs Spending (Novel) Redshift,d95621ff-7497-490a-8267-d9c5d6773519,DAILY,,,Asia/Calcutta,17:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/56126f84-edd7-469a-b984-642092c6b918/refresh-schedule/d95621ff-7497-490a-8267-d9c5d6773519
56662a44-a04e-4906-8e41-0f8a1ac728c7,AD_tracking_impressions_clicks_reach_redshift,640df247-15ac-41d1-bfab-4c3f115f3965,WEEKLY,SUNDAY,,Asia/Calcutta,17:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/56662a44-a04e-4906-8e41-0f8a1ac728c7/refresh-schedule/640df247-15ac-41d1-bfab-4c3f115f3965
568b42cf-94d7-4bb2-a60f-8b24c6e41062,HapperCollins_Query,89d00243-2f21-4367-a594-e8abdb434400,DAILY,,,Asia/Calcutta,14:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/568b42cf-94d7-4bb2-a60f-8b24c6e41062/refresh-schedule/89d00243-2f21-4367-a594-e8abdb434400
577889ba-ffee-432b-acc4-3b57624f7150,Pocket Top 50 Trending Novels this week Redshift,0fcd3229-5783-4f2e-a145-d7cd3ba2351d,DAILY,,,Asia/Calcutta,17:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/577889ba-ffee-432b-acc4-3b57624f7150/refresh-schedule/0fcd3229-5783-4f2e-a145-d7cd3ba2351d
581c4f18-64ca-49b7-8a54-5fabf3827c4c,Automated Experiments Dn Cohort wise platform retention [redshift],03fbc105-8058-4714-8026-d5093291b88a,DAILY,,,Asia/Calcutta,10:46,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/581c4f18-64ca-49b7-8a54-5fabf3827c4c/refresh-schedule/03fbc105-8058-4714-8026-d5093291b88a
59cf5886-26a5-4cde-b2a9-71d521baa4c6,Daily Unlock Show level Redshift,d8468264-589c-4691-86b4-089ecb8d9357,WEEKLY,SUNDAY,,Asia/Calcutta,11:10,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/59cf5886-26a5-4cde-b2a9-71d521baa4c6/refresh-schedule/d8468264-589c-4691-86b4-089ecb8d9357
59fad9ef-303d-4df0-b5c1-515df69786d8,Coin Pack wise txns Automated [redshift],54cae822-40bc-47d5-aae8-fc99be36d6eb,DAILY,,,Asia/Calcutta,11:20,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/59fad9ef-303d-4df0-b5c1-515df69786d8/refresh-schedule/54cae822-40bc-47d5-aae8-fc99be36d6eb
5abde8f3-f2d1-4191-b109-6b2cefd641fd,Cred Campaigns,99df911a-2f4f-4b7d-a778-cef09d28a89d,DAILY,,,Asia/Calcutta,11:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/5abde8f3-f2d1-4191-b109-6b2cefd641fd/refresh-schedule/99df911a-2f4f-4b7d-a778-cef09d28a89d
5b1ce559-52a5-4e2f-b5ac-4aec60173c4b,Interstestial Ads experiment v2 - Updated,204e3e08-9b5a-4f23-9775-0daa21d1320f,DAILY,,,Asia/Calcutta,14:18,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/5b1ce559-52a5-4e2f-b5ac-4aec60173c4b/refresh-schedule/204e3e08-9b5a-4f23-9775-0daa21d1320f
5b284a49-8928-4acc-841d-edfa39bdc1eb,Novels Actual Retention Redshift,7f077ea6-11af-46d8-9797-c9271d74b1d0,WEEKLY,MONDAY,,Asia/Calcutta,13:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/5b284a49-8928-4acc-841d-edfa39bdc1eb/refresh-schedule/7f077ea6-11af-46d8-9797-c9271d74b1d0
5b2f61bd-1085-4b9f-8bed-30030bcf2de7,Wallet Balance feature daily target count,65af098f-db63-48d7-993f-3c07ff7dc088,DAILY,,,Asia/Calcutta,10:50,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/5b2f61bd-1085-4b9f-8bed-30030bcf2de7/refresh-schedule/65af098f-db63-48d7-993f-3c07ff7dc088
5b35fc65-1167-4b35-a7bc-b73f53d4575f,Wbp page load exp,773e4361-b21a-4a88-9099-f8b3b7bb3c97,DAILY,,,Asia/Calcutta,14:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/5b35fc65-1167-4b35-a7bc-b73f53d4575f/refresh-schedule/773e4361-b21a-4a88-9099-f8b3b7bb3c97
5b796afe-f0d7-4aa6-aab3-8bc9873088ea,WBP Weekly Book Summary based on Activity Streak Experiment,4fa5ceb1-f172-4154-a212-cda49225a089,DAILY,,,Asia/Calcutta,11:30,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/5b796afe-f0d7-4aa6-aab3-8bc9873088ea/refresh-schedule/4fa5ceb1-f172-4154-a212-cda49225a089
5ba2796f-5988-40f0-96ae-d6d70501edcb,ldau_activation_growth_track,37951700-8efa-495d-867c-5da296c660c5,DAILY,,,Asia/Calcutta,10:05,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/5ba2796f-5988-40f0-96ae-d6d70501edcb/refresh-schedule/37951700-8efa-495d-867c-5da296c660c5
5c369b68-7596-455d-b603-8ea31fa97178,Reactivation v1 feature daily target count,f3f46244-80b5-44be-80ac-f1eff21db803,DAILY,,,Asia/Calcutta,09:40,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/5c369b68-7596-455d-b603-8ea31fa97178/refresh-schedule/f3f46244-80b5-44be-80ac-f1eff21db803
5c5d2f71-c994-45e1-be10-bc7d586e5820,Writers Welcome Exp,407dbf9f-38e0-4eaa-b7ca-61cae3a97f70,DAILY,,,Asia/Calcutta,13:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/5c5d2f71-c994-45e1-be10-bc7d586e5820/refresh-schedule/407dbf9f-38e0-4eaa-b7ca-61cae3a97f70
5cd6db3b-92d8-4661-a1ac-299bd8a112f6,WBP Last 30 Days Review Data Redshift,f454326f-74ec-48cc-8dda-ca9540aff807,DAILY,,,Asia/Calcutta,09:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/5cd6db3b-92d8-4661-a1ac-299bd8a112f6/refresh-schedule/f454326f-74ec-48cc-8dda-ca9540aff807
5d50497e-f31a-4c4c-bd3e-f00e06cca639,Novels Readers Product Redshift,6f6a94eb-ecec-4e50-bbed-0cd3ab06b00b,WEEKLY,MONDAY,,Asia/Calcutta,17:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/5d50497e-f31a-4c4c-bd3e-f00e06cca639/refresh-schedule/6f6a94eb-ecec-4e50-bbed-0cd3ab06b00b
5d52762b-a817-4cca-a7af-6027626da826,WBP Approval Analytcis Prod Version Redshift,384668ee-28c8-4aa7-8de0-8e8ae5e7889c,DAILY,,,Asia/Calcutta,17:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/5d52762b-a817-4cca-a7af-6027626da826/refresh-schedule/384668ee-28c8-4aa7-8de0-8e8ae5e7889c
